layer,accuracy,phon_lang,model_lang,model_seed
3,0.6451,fr,en2de,2
4,0.6788,fr,en2de,2
5,0.6953,fr,en2de,2
6,0.6986,fr,en2de,2
7,0.6942,fr,en2de,2
8,0.6924,fr,en2de,2
9,0.6843,fr,en2de,2
10,0.6718,fr,en2de,2
11,0.6604,fr,en2de,2
12,0.6299,fr,en2de,2
0,0.3739,fr,en2de,4
1,0.5005,fr,en2de,4
2,0.5872,fr,en2de,4
3,0.6439,fr,en2de,4
4,0.6799,fr,en2de,4
5,0.6937,fr,en2de,4
6,0.6969,fr,en2de,4
7,0.6943,fr,en2de,4
8,0.6893,fr,en2de,4
9,0.6906,fr,en2de,4
10,0.6773,fr,en2de,4
11,0.6648,fr,en2de,4
12,0.6312,fr,en2de,4
0,0.379,fr,en2de,6
1,0.5008,fr,en2de,6
2,0.6057,fr,en2de,6
3,0.6463,fr,en2de,6
4,0.6835,fr,en2de,6
5,0.6999,fr,en2de,6
6,0.701,fr,en2de,6
7,0.6999,fr,en2de,6
8,0.696,fr,en2de,6
9,0.6894,fr,en2de,6
10,0.6764,fr,en2de,6
11,0.6675,fr,en2de,6
12,0.6372,fr,en2de,6
0,0.3807,fr,fr,1
1,0.4923,fr,fr,1
2,0.5937,fr,fr,1
3,0.6541,fr,fr,1
4,0.6981,fr,fr,1
5,0.7318,fr,fr,1
6,0.7447,fr,fr,1
7,0.7578,fr,fr,1
8,0.7653,fr,fr,1
9,0.7707,fr,fr,1
10,0.7648,fr,fr,1
11,0.752,fr,fr,1
12,0.7154,fr,fr,1
0,0.3848,fr,fr,2
1,0.5033,fr,fr,2
2,0.5938,fr,fr,2
3,0.6631,fr,fr,2
4,0.7164,fr,fr,2
5,0.7386,fr,fr,2
6,0.7512,fr,fr,2
7,0.7662,fr,fr,2
8,0.7634,fr,fr,2
9,0.755,fr,fr,2
10,0.7433,fr,fr,2
11,0.7245,fr,fr,2
12,0.6898,fr,fr,2
0,0.3782,fr,fr,4
1,0.4991,fr,fr,4
2,0.6148,fr,fr,4
3,0.6823,fr,fr,4
4,0.7257,fr,fr,4
5,0.7544,fr,fr,4
6,0.762,fr,fr,4
7,0.7693,fr,fr,4
8,0.77,fr,fr,4
9,0.7665,fr,fr,4
10,0.7614,fr,fr,4
11,0.7481,fr,fr,4
12,0.7163,fr,fr,4
0,0.3776,fr,fr,5
1,0.5013,fr,fr,5
2,0.6343,fr,fr,5
3,0.6793,fr,fr,5
4,0.7121,fr,fr,5
5,0.7273,fr,fr,5
6,0.7451,fr,fr,5
7,0.7562,fr,fr,5
8,0.7641,fr,fr,5
9,0.7736,fr,fr,5
10,0.7647,fr,fr,5
11,0.7533,fr,fr,5
12,0.7169,fr,fr,5
0,0.3713,fr,fr2de,1
1,0.4969,fr,fr2de,1
2,0.5861,fr,fr2de,1
3,0.653,fr,fr2de,1
4,0.6873,fr,fr2de,1
5,0.6996,fr,fr2de,1
6,0.6968,fr,fr2de,1
7,0.6992,fr,fr2de,1
8,0.6965,fr,fr2de,1
9,0.6858,fr,fr2de,1
10,0.6764,fr,fr2de,1
11,0.6655,fr,fr2de,1
12,0.6275,fr,fr2de,1
0,0.3732,fr,fr2de,6
1,0.4961,fr,fr2de,6
2,0.5983,fr,fr2de,6
3,0.6548,fr,fr2de,6
4,0.6807,fr,fr2de,6
5,0.6977,fr,fr2de,6
6,0.7017,fr,fr2de,6
7,0.6986,fr,fr2de,6
8,0.6968,fr,fr2de,6
9,0.6961,fr,fr2de,6
10,0.6874,fr,fr2de,6
11,0.6692,fr,fr2de,6
12,0.636,fr,fr2de,6
0,0.3759,fr,fr2de,7
1,0.4966,fr,fr2de,7
2,0.592,fr,fr2de,7
3,0.6504,fr,fr2de,7
4,0.6805,fr,fr2de,7
5,0.6963,fr,fr2de,7
6,0.7015,fr,fr2de,7
7,0.7044,fr,fr2de,7
8,0.6985,fr,fr2de,7
9,0.6951,fr,fr2de,7
10,0.6839,fr,fr2de,7
11,0.6715,fr,fr2de,7
12,0.6367,fr,fr2de,7
0,0.3698,fr,fr2en,1
1,0.5007,fr,fr2en,1
2,0.5975,fr,fr2en,1
3,0.6546,fr,fr2en,1
4,0.688,fr,fr2en,1
5,0.6958,fr,fr2en,1
6,0.6982,fr,fr2en,1
7,0.6971,fr,fr2en,1
8,0.6998,fr,fr2en,1
9,0.6925,fr,fr2en,1
10,0.6789,fr,fr2en,1
11,0.6663,fr,fr2en,1
12,0.627,fr,fr2en,1
0,0.3745,fr,fr2en,2
1,0.5089,fr,fr2en,2
2,0.6027,fr,fr2en,2
3,0.6549,fr,fr2en,2
4,0.6823,fr,fr2en,2
5,0.6905,fr,fr2en,2
6,0.6921,fr,fr2en,2
7,0.6926,fr,fr2en,2
8,0.6921,fr,fr2en,2
9,0.6946,fr,fr2en,2
10,0.6864,fr,fr2en,2
11,0.6693,fr,fr2en,2
12,0.6266,fr,fr2en,2
0,0.3733,fr,fr2en,3
1,0.4989,fr,fr2en,3
2,0.5944,fr,fr2en,3
3,0.6473,fr,fr2en,3
4,0.6767,fr,fr2en,3
5,0.6934,fr,fr2en,3
6,0.6886,fr,fr2en,3
7,0.6895,fr,fr2en,3
8,0.6891,fr,fr2en,3
9,0.6926,fr,fr2en,3
10,0.6912,fr,fr2en,3
11,0.6749,fr,fr2en,3
12,0.6379,fr,fr2en,3
0,0.3729,fr,fr2en,4
1,0.5067,fr,fr2en,4
2,0.6077,fr,fr2en,4
3,0.6556,fr,fr2en,4
4,0.6762,fr,fr2en,4
5,0.6891,fr,fr2en,4
6,0.6902,fr,fr2en,4
7,0.6957,fr,fr2en,4
8,0.6966,fr,fr2en,4
9,0.6976,fr,fr2en,4
10,0.6927,fr,fr2en,4
11,0.676,fr,fr2en,4
12,0.6389,fr,fr2en,4
0,0.3765,fr,fr2en,5
1,0.5025,fr,fr2en,5
2,0.5974,fr,fr2en,5
3,0.6466,fr,fr2en,5
4,0.6766,fr,fr2en,5
5,0.6915,fr,fr2en,5
6,0.6961,fr,fr2en,5
7,0.6996,fr,fr2en,5
8,0.6971,fr,fr2en,5
9,0.6975,fr,fr2en,5
10,0.6906,fr,fr2en,5
11,0.6753,fr,fr2en,5
12,0.637,fr,fr2en,5
