layer,score,eval_lang,model_a,seed_a,model_b,seed_b,pre_steps
3,0.8888,en,en2de,4,de,2,8400
3,0.8946,en,en2de,4,de,3,8400
3,0.8938,en,en2de,4,de,4,8400
3,0.8906,en,en2de,4,de,5,8400
3,0.9135,en,en2de,4,de,6,8400
3,0.9005,en,en2de,4,en,1,8400
3,0.8935,en,en2de,4,en,2,8400
3,0.8898,en,en2de,4,en,3,8400
3,0.8857,en,en2de,4,en,4,8400
3,0.8862,en,en2de,4,en,5,8400
3,0.9026,en,en2de,5,de,1,8400
3,0.9017,en,en2de,5,de,2,8400
3,0.8882,en,en2de,5,de,3,8400
3,0.899,en,en2de,5,de,4,8400
3,0.895,en,en2de,5,de,5,8400
3,0.9095,en,en2de,5,de,6,8400
3,0.8946,en,en2de,5,en,1,8400
3,0.8957,en,en2de,5,en,2,8400
3,0.8894,en,en2de,5,en,3,8400
3,0.8901,en,en2de,5,en,4,8400
3,0.8898,en,en2de,5,en,5,8400
3,0.8922,en,en2de,6,de,1,8400
3,0.9036,en,en2de,6,de,2,8400
3,0.8825,en,en2de,6,de,3,8400
3,0.8815,en,en2de,6,de,4,8400
3,0.8922,en,en2de,6,de,5,8400
3,0.8999,en,en2de,6,de,6,8400
3,0.8952,en,en2de,6,en,1,8400
3,0.8975,en,en2de,6,en,2,8400
3,0.8744,en,en2de,6,en,3,8400
3,0.9002,en,en2de,6,en,4,8400
3,0.8968,en,en2de,6,en,5,8400
4,0.852,en,en2de,1,de,1,8400
4,0.7884,en,en2de,1,de,2,8400
4,0.8533,en,en2de,1,de,3,8400
4,0.8891,en,en2de,1,de,4,8400
4,0.8644,en,en2de,1,de,5,8400
4,0.8735,en,en2de,1,de,6,8400
4,0.8431,en,en2de,1,en,1,8400
4,0.8122,en,en2de,1,en,2,8400
4,0.8367,en,en2de,1,en,3,8400
4,0.8266,en,en2de,1,en,4,8400
4,0.7914,en,en2de,1,en,5,8400
4,0.8418,en,en2de,2,de,1,8400
4,0.8053,en,en2de,2,de,2,8400
4,0.8712,en,en2de,2,de,3,8400
4,0.8904,en,en2de,2,de,4,8400
4,0.8724,en,en2de,2,de,5,8400
4,0.882,en,en2de,2,de,6,8400
4,0.8749,en,en2de,2,en,1,8400
4,0.8467,en,en2de,2,en,2,8400
4,0.8661,en,en2de,2,en,3,8400
4,0.8549,en,en2de,2,en,4,8400
4,0.8381,en,en2de,2,en,5,8400
4,0.8575,en,en2de,3,de,1,8400
4,0.7888,en,en2de,3,de,2,8400
4,0.8393,en,en2de,3,de,3,8400
4,0.8732,en,en2de,3,de,4,8400
4,0.8352,en,en2de,3,de,5,8400
4,0.8827,en,en2de,3,de,6,8400
4,0.8645,en,en2de,3,en,1,8400
4,0.8483,en,en2de,3,en,2,8400
4,0.8579,en,en2de,3,en,3,8400
4,0.8456,en,en2de,3,en,4,8400
4,0.838,en,en2de,3,en,5,8400
4,0.8635,en,en2de,4,de,1,8400
4,0.7912,en,en2de,4,de,2,8400
4,0.8571,en,en2de,4,de,3,8400
4,0.8973,en,en2de,4,de,4,8400
4,0.8531,en,en2de,4,de,5,8400
4,0.8856,en,en2de,4,de,6,8400
4,0.8814,en,en2de,4,en,1,8400
4,0.8631,en,en2de,4,en,2,8400
4,0.8846,en,en2de,4,en,3,8400
4,0.8554,en,en2de,4,en,4,8400
4,0.8519,en,en2de,4,en,5,8400
4,0.8444,en,en2de,5,de,1,8400
4,0.7894,en,en2de,5,de,2,8400
4,0.8555,en,en2de,5,de,3,8400
4,0.8788,en,en2de,5,de,4,8400
4,0.8386,en,en2de,5,de,5,8400
4,0.8745,en,en2de,5,de,6,8400
4,0.8798,en,en2de,5,en,1,8400
4,0.8658,en,en2de,5,en,2,8400
4,0.8706,en,en2de,5,en,3,8400
4,0.8655,en,en2de,5,en,4,8400
4,0.8649,en,en2de,5,en,5,8400
4,0.8364,en,en2de,6,de,1,8400
4,0.7871,en,en2de,6,de,2,8400
4,0.8307,en,en2de,6,de,3,8400
4,0.835,en,en2de,6,de,4,8400
4,0.8417,en,en2de,6,de,5,8400
4,0.8454,en,en2de,6,de,6,8400
4,0.7947,en,en2de,6,en,1,8400
4,0.7866,en,en2de,6,en,2,8400
4,0.8022,en,en2de,6,en,3,8400
4,0.7907,en,en2de,6,en,4,8400
4,0.7744,en,en2de,6,en,5,8400
5,0.8468,en,en2de,1,de,1,8400
5,0.7642,en,en2de,1,de,2,8400
5,0.8481,en,en2de,1,de,3,8400
5,0.8573,en,en2de,1,de,4,8400
5,0.8265,en,en2de,1,de,5,8400
5,0.8463,en,en2de,1,de,6,8400
5,0.7929,en,en2de,1,en,1,8400
5,0.7921,en,en2de,1,en,2,8400
5,0.6897,en,en2de,1,en,3,8400
5,0.7588,en,en2de,1,en,4,8400
5,0.7833,en,en2de,1,en,5,8400
5,0.8384,en,en2de,2,de,1,8400
5,0.7732,en,en2de,2,de,2,8400
5,0.8782,en,en2de,2,de,3,8400
5,0.8476,en,en2de,2,de,4,8400
5,0.823,en,en2de,2,de,5,8400
5,0.8446,en,en2de,2,de,6,8400
5,0.8302,en,en2de,2,en,1,8400
5,0.7929,en,en2de,2,en,2,8400
5,0.6868,en,en2de,2,en,3,8400
5,0.7801,en,en2de,2,en,4,8400
5,0.805,en,en2de,2,en,5,8400
5,0.8555,en,en2de,3,de,1,8400
5,0.7747,en,en2de,3,de,2,8400
5,0.8357,en,en2de,3,de,3,8400
5,0.8241,en,en2de,3,de,4,8400
5,0.763,en,en2de,3,de,5,8400
5,0.8463,en,en2de,3,de,6,8400
5,0.8363,en,en2de,3,en,1,8400
5,0.8242,en,en2de,3,en,2,8400
5,0.7157,en,en2de,3,en,3,8400
5,0.7847,en,en2de,3,en,4,8400
5,0.8263,en,en2de,3,en,5,8400
5,0.853,en,en2de,4,de,1,8400
5,0.7531,en,en2de,4,de,2,8400
5,0.8475,en,en2de,4,de,3,8400
5,0.8313,en,en2de,4,de,4,8400
5,0.8186,en,en2de,4,de,5,8400
5,0.8456,en,en2de,4,de,6,8400
5,0.8101,en,en2de,4,en,1,8400
5,0.8102,en,en2de,4,en,2,8400
5,0.7019,en,en2de,4,en,3,8400
5,0.7625,en,en2de,4,en,4,8400
5,0.8167,en,en2de,4,en,5,8400
5,0.8283,en,en2de,5,de,1,8400
5,0.7558,en,en2de,5,de,2,8400
5,0.8425,en,en2de,5,de,3,8400
5,0.8146,en,en2de,5,de,4,8400
5,0.8082,en,en2de,5,de,5,8400
5,0.8362,en,en2de,5,de,6,8400
5,0.7814,en,en2de,5,en,1,8400
5,0.7723,en,en2de,5,en,2,8400
5,0.6647,en,en2de,5,en,3,8400
5,0.7412,en,en2de,5,en,4,8400
5,0.7892,en,en2de,5,en,5,8400
5,0.8227,en,en2de,6,de,1,8400
5,0.7745,en,en2de,6,de,2,8400
5,0.8409,en,en2de,6,de,3,8400
5,0.8167,en,en2de,6,de,4,8400
5,0.8175,en,en2de,6,de,5,8400
5,0.8286,en,en2de,6,de,6,8400
5,0.7743,en,en2de,6,en,1,8400
5,0.7518,en,en2de,6,en,2,8400
5,0.6505,en,en2de,6,en,3,8400
5,0.7534,en,en2de,6,en,4,8400
5,0.768,en,en2de,6,en,5,8400
6,0.8516,en,en2de,1,de,1,8400
6,0.707,en,en2de,1,de,2,8400
6,0.8441,en,en2de,1,de,3,8400
6,0.8289,en,en2de,1,de,4,8400
6,0.8177,en,en2de,1,de,5,8400
6,0.8149,en,en2de,1,de,6,8400
6,0.6779,en,en2de,1,en,1,8400
6,0.757,en,en2de,1,en,2,8400
6,0.749,en,en2de,1,en,3,8400
6,0.7367,en,en2de,1,en,4,8400
6,0.7931,en,en2de,1,en,5,8400
6,0.8536,en,en2de,2,de,1,8400
6,0.7026,en,en2de,2,de,2,8400
6,0.8611,en,en2de,2,de,3,8400
6,0.8446,en,en2de,2,de,4,8400
6,0.8328,en,en2de,2,de,5,8400
6,0.8259,en,en2de,2,de,6,8400
6,0.6745,en,en2de,2,en,1,8400
6,0.7232,en,en2de,2,en,2,8400
6,0.7154,en,en2de,2,en,3,8400
6,0.7095,en,en2de,2,en,4,8400
6,0.7865,en,en2de,2,en,5,8400
6,0.8615,en,en2de,3,de,1,8400
6,0.6912,en,en2de,3,de,2,8400
6,0.8105,en,en2de,3,de,3,8400
6,0.7847,en,en2de,3,de,4,8400
6,0.792,en,en2de,3,de,5,8400
6,0.8288,en,en2de,3,de,6,8400
6,0.6658,en,en2de,3,en,1,8400
6,0.7659,en,en2de,3,en,2,8400
6,0.7492,en,en2de,3,en,3,8400
6,0.7334,en,en2de,3,en,4,8400
6,0.7964,en,en2de,3,en,5,8400
6,0.8712,en,en2de,4,de,1,8400
6,0.7185,en,en2de,4,de,2,8400
6,0.8332,en,en2de,4,de,3,8400
6,0.8094,en,en2de,4,de,4,8400
6,0.8266,en,en2de,4,de,5,8400
6,0.8291,en,en2de,4,de,6,8400
6,0.6706,en,en2de,4,en,1,8400
6,0.7574,en,en2de,4,en,2,8400
6,0.7511,en,en2de,4,en,3,8400
6,0.7344,en,en2de,4,en,4,8400
6,0.8068,en,en2de,4,en,5,8400
6,0.8198,en,en2de,5,de,1,8400
6,0.7418,en,en2de,5,de,2,8400
6,0.8347,en,en2de,5,de,3,8400
6,0.7969,en,en2de,5,de,4,8400
6,0.8284,en,en2de,5,de,5,8400
6,0.8053,en,en2de,5,de,6,8400
6,0.6289,en,en2de,5,en,1,8400
6,0.6962,en,en2de,5,en,2,8400
6,0.688,en,en2de,5,en,3,8400
6,0.6793,en,en2de,5,en,4,8400
6,0.7451,en,en2de,5,en,5,8400
6,0.8427,en,en2de,6,de,1,8400
6,0.7355,en,en2de,6,de,2,8400
6,0.8685,en,en2de,6,de,3,8400
6,0.8539,en,en2de,6,de,4,8400
6,0.8535,en,en2de,6,de,5,8400
6,0.8365,en,en2de,6,de,6,8400
6,0.6505,en,en2de,6,en,1,8400
6,0.7027,en,en2de,6,en,2,8400
6,0.7217,en,en2de,6,en,3,8400
6,0.7178,en,en2de,6,en,4,8400
6,0.7544,en,en2de,6,en,5,8400
7,0.824,en,en2de,1,de,1,8400
7,0.7394,en,en2de,1,de,2,8400
7,0.8136,en,en2de,1,de,3,8400
7,0.8192,en,en2de,1,de,4,8400
7,0.8446,en,en2de,1,de,5,8400
7,0.7998,en,en2de,1,de,6,8400
7,0.7004,en,en2de,1,en,1,8400
7,0.7698,en,en2de,1,en,2,8400
7,0.7134,en,en2de,1,en,3,8400
7,0.7174,en,en2de,1,en,4,8400
7,0.7252,en,en2de,1,en,5,8400
7,0.839,en,en2de,2,de,1,8400
7,0.7652,en,en2de,2,de,2,8400
7,0.8517,en,en2de,2,de,3,8400
7,0.8445,en,en2de,2,de,4,8400
7,0.8595,en,en2de,2,de,5,8400
7,0.8181,en,en2de,2,de,6,8400
7,0.6873,en,en2de,2,en,1,8400
7,0.7267,en,en2de,2,en,2,8400
7,0.6752,en,en2de,2,en,3,8400
7,0.667,en,en2de,2,en,4,8400
7,0.6703,en,en2de,2,en,5,8400
7,0.8225,en,en2de,3,de,1,8400
7,0.7627,en,en2de,3,de,2,8400
7,0.815,en,en2de,3,de,3,8400
7,0.8074,en,en2de,3,de,4,8400
7,0.8365,en,en2de,3,de,5,8400
7,0.8157,en,en2de,3,de,6,8400
7,0.6736,en,en2de,3,en,1,8400
7,0.7447,en,en2de,3,en,2,8400
7,0.7024,en,en2de,3,en,3,8400
7,0.6988,en,en2de,3,en,4,8400
7,0.6924,en,en2de,3,en,5,8400
7,0.8441,en,en2de,4,de,1,8400
7,0.7599,en,en2de,4,de,2,8400
7,0.8258,en,en2de,4,de,3,8400
7,0.8151,en,en2de,4,de,4,8400
7,0.8493,en,en2de,4,de,5,8400
7,0.8208,en,en2de,4,de,6,8400
7,0.6969,en,en2de,4,en,1,8400
7,0.7768,en,en2de,4,en,2,8400
7,0.7079,en,en2de,4,en,3,8400
7,0.7095,en,en2de,4,en,4,8400
7,0.72,en,en2de,4,en,5,8400
7,0.8232,en,en2de,5,de,1,8400
7,0.7632,en,en2de,5,de,2,8400
7,0.7983,en,en2de,5,de,3,8400
7,0.7912,en,en2de,5,de,4,8400
7,0.8423,en,en2de,5,de,5,8400
7,0.8155,en,en2de,5,de,6,8400
7,0.6694,en,en2de,5,en,1,8400
7,0.7463,en,en2de,5,en,2,8400
7,0.6817,en,en2de,5,en,3,8400
7,0.6768,en,en2de,5,en,4,8400
7,0.694,en,en2de,5,en,5,8400
7,0.8024,en,en2de,6,de,1,8400
7,0.803,en,en2de,6,de,2,8400
7,0.8397,en,en2de,6,de,3,8400
7,0.8114,en,en2de,6,de,4,8400
7,0.8346,en,en2de,6,de,5,8400
7,0.8247,en,en2de,6,de,6,8400
7,0.6078,en,en2de,6,en,1,8400
7,0.6367,en,en2de,6,en,2,8400
7,0.58,en,en2de,6,en,3,8400
7,0.6018,en,en2de,6,en,4,8400
7,0.5773,en,en2de,6,en,5,8400
8,0.8458,en,en2de,1,de,1,8400
8,0.7942,en,en2de,1,de,2,8400
8,0.8482,en,en2de,1,de,3,8400
8,0.8347,en,en2de,1,de,4,8400
8,0.8335,en,en2de,1,de,5,8400
8,0.8481,en,en2de,1,de,6,8400
8,0.7108,en,en2de,1,en,1,8400
8,0.6849,en,en2de,1,en,2,8400
8,0.6963,en,en2de,1,en,3,8400
8,0.6987,en,en2de,1,en,4,8400
8,0.6847,en,en2de,1,en,5,8400
8,0.8578,en,en2de,2,de,1,8400
8,0.806,en,en2de,2,de,2,8400
8,0.87,en,en2de,2,de,3,8400
8,0.8598,en,en2de,2,de,4,8400
8,0.8549,en,en2de,2,de,5,8400
8,0.8421,en,en2de,2,de,6,8400
8,0.7402,en,en2de,2,en,1,8400
8,0.6949,en,en2de,2,en,2,8400
8,0.6965,en,en2de,2,en,3,8400
8,0.7143,en,en2de,2,en,4,8400
8,0.7097,en,en2de,2,en,5,8400
8,0.8447,en,en2de,3,de,1,8400
8,0.8245,en,en2de,3,de,2,8400
8,0.8619,en,en2de,3,de,3,8400
8,0.8388,en,en2de,3,de,4,8400
8,0.8466,en,en2de,3,de,5,8400
8,0.8644,en,en2de,3,de,6,8400
8,0.7163,en,en2de,3,en,1,8400
8,0.6809,en,en2de,3,en,2,8400
8,0.6918,en,en2de,3,en,3,8400
8,0.7302,en,en2de,3,en,4,8400
8,0.6953,en,en2de,3,en,5,8400
8,0.8215,en,en2de,4,de,1,8400
8,0.7798,en,en2de,4,de,2,8400
8,0.843,en,en2de,4,de,3,8400
8,0.8269,en,en2de,4,de,4,8400
8,0.8348,en,en2de,4,de,5,8400
8,0.8319,en,en2de,4,de,6,8400
8,0.6794,en,en2de,4,en,1,8400
8,0.6487,en,en2de,4,en,2,8400
8,0.6466,en,en2de,4,en,3,8400
8,0.673,en,en2de,4,en,4,8400
8,0.663,en,en2de,4,en,5,8400
8,0.8258,en,en2de,5,de,1,8400
8,0.8187,en,en2de,5,de,2,8400
8,0.8304,en,en2de,5,de,3,8400
8,0.8264,en,en2de,5,de,4,8400
8,0.8473,en,en2de,5,de,5,8400
8,0.8366,en,en2de,5,de,6,8400
8,0.6828,en,en2de,5,en,1,8400
8,0.643,en,en2de,5,en,2,8400
8,0.6551,en,en2de,5,en,3,8400
8,0.6645,en,en2de,5,en,4,8400
8,0.6675,en,en2de,5,en,5,8400
8,0.8466,en,en2de,6,de,1,8400
8,0.849,en,en2de,6,de,2,8400
8,0.8516,en,en2de,6,de,3,8400
8,0.8342,en,en2de,6,de,4,8400
8,0.8319,en,en2de,6,de,5,8400
8,0.8529,en,en2de,6,de,6,8400
8,0.7189,en,en2de,6,en,1,8400
8,0.6686,en,en2de,6,en,2,8400
8,0.6795,en,en2de,6,en,3,8400
8,0.6967,en,en2de,6,en,4,8400
8,0.6886,en,en2de,6,en,5,8400
9,0.8431,en,en2de,1,de,1,8400
9,0.8191,en,en2de,1,de,2,8400
9,0.8342,en,en2de,1,de,3,8400
9,0.8151,en,en2de,1,de,4,8400
9,0.838,en,en2de,1,de,5,8400
9,0.8441,en,en2de,1,de,6,8400
9,0.7263,en,en2de,1,en,1,8400
9,0.705,en,en2de,1,en,2,8400
9,0.7164,en,en2de,1,en,3,8400
9,0.6866,en,en2de,1,en,4,8400
9,0.7073,en,en2de,1,en,5,8400
9,0.8627,en,en2de,2,de,1,8400
9,0.8227,en,en2de,2,de,2,8400
9,0.8653,en,en2de,2,de,3,8400
9,0.8345,en,en2de,2,de,4,8400
9,0.8543,en,en2de,2,de,5,8400
9,0.8535,en,en2de,2,de,6,8400
9,0.733,en,en2de,2,en,1,8400
9,0.7172,en,en2de,2,en,2,8400
9,0.7074,en,en2de,2,en,3,8400
9,0.6957,en,en2de,2,en,4,8400
9,0.7033,en,en2de,2,en,5,8400
9,0.8147,en,en2de,3,de,1,8400
9,0.8009,en,en2de,3,de,2,8400
9,0.8634,en,en2de,3,de,3,8400
9,0.8332,en,en2de,3,de,4,8400
9,0.833,en,en2de,3,de,5,8400
9,0.8231,en,en2de,3,de,6,8400
9,0.6983,en,en2de,3,en,1,8400
9,0.6722,en,en2de,3,en,2,8400
9,0.6603,en,en2de,3,en,3,8400
9,0.6601,en,en2de,3,en,4,8400
9,0.6633,en,en2de,3,en,5,8400
9,0.7828,en,en2de,4,de,1,8400
9,0.7583,en,en2de,4,de,2,8400
9,0.8309,en,en2de,4,de,3,8400
9,0.8073,en,en2de,4,de,4,8400
9,0.8021,en,en2de,4,de,5,8400
9,0.7672,en,en2de,4,de,6,8400
9,0.641,en,en2de,4,en,1,8400
9,0.6249,en,en2de,4,en,2,8400
9,0.5983,en,en2de,4,en,3,8400
9,0.5949,en,en2de,4,en,4,8400
9,0.5952,en,en2de,4,en,5,8400
9,0.8587,en,en2de,5,de,1,8400
9,0.8457,en,en2de,5,de,2,8400
9,0.8202,en,en2de,5,de,3,8400
9,0.8151,en,en2de,5,de,4,8400
9,0.8588,en,en2de,5,de,5,8400
9,0.872,en,en2de,5,de,6,8400
9,0.75,en,en2de,5,en,1,8400
9,0.7337,en,en2de,5,en,2,8400
9,0.7435,en,en2de,5,en,3,8400
9,0.7181,en,en2de,5,en,4,8400
9,0.7461,en,en2de,5,en,5,8400
9,0.8519,en,en2de,6,de,1,8400
9,0.8465,en,en2de,6,de,2,8400
9,0.8451,en,en2de,6,de,3,8400
9,0.8263,en,en2de,6,de,4,8400
9,0.8445,en,en2de,6,de,5,8400
9,0.8633,en,en2de,6,de,6,8400
9,0.7457,en,en2de,6,en,1,8400
9,0.7212,en,en2de,6,en,2,8400
9,0.7209,en,en2de,6,en,3,8400
9,0.7067,en,en2de,6,en,4,8400
9,0.7251,en,en2de,6,en,5,8400
10,0.8384,en,en2de,1,de,1,8400
10,0.8182,en,en2de,1,de,2,8400
10,0.8434,en,en2de,1,de,3,8400
10,0.8475,en,en2de,1,de,4,8400
10,0.8429,en,en2de,1,de,5,8400
10,0.8427,en,en2de,1,de,6,8400
10,0.7103,en,en2de,1,en,1,8400
10,0.7166,en,en2de,1,en,2,8400
10,0.6871,en,en2de,1,en,3,8400
10,0.6818,en,en2de,1,en,4,8400
10,0.7275,en,en2de,1,en,5,8400
10,0.8746,en,en2de,2,de,1,8400
10,0.8204,en,en2de,2,de,2,8400
10,0.8535,en,en2de,2,de,3,8400
10,0.8595,en,en2de,2,de,4,8400
10,0.8631,en,en2de,2,de,5,8400
10,0.8626,en,en2de,2,de,6,8400
10,0.7198,en,en2de,2,en,1,8400
10,0.7274,en,en2de,2,en,2,8400
10,0.679,en,en2de,2,en,3,8400
10,0.7006,en,en2de,2,en,4,8400
10,0.7272,en,en2de,2,en,5,8400
10,0.8627,en,en2de,3,de,1,8400
10,0.8425,en,en2de,3,de,2,8400
10,0.868,en,en2de,3,de,3,8400
10,0.8501,en,en2de,3,de,4,8400
10,0.8617,en,en2de,3,de,5,8400
10,0.8599,en,en2de,3,de,6,8400
10,0.7164,en,en2de,3,en,1,8400
10,0.7336,en,en2de,3,en,2,8400
10,0.6814,en,en2de,3,en,3,8400
10,0.6954,en,en2de,3,en,4,8400
10,0.7302,en,en2de,3,en,5,8400
10,0.8595,en,en2de,4,de,1,8400
10,0.8352,en,en2de,4,de,2,8400
10,0.8654,en,en2de,4,de,3,8400
10,0.8494,en,en2de,4,de,4,8400
10,0.8649,en,en2de,4,de,5,8400
10,0.8486,en,en2de,4,de,6,8400
10,0.6887,en,en2de,4,en,1,8400
10,0.7231,en,en2de,4,en,2,8400
10,0.6484,en,en2de,4,en,3,8400
10,0.6689,en,en2de,4,en,4,8400
10,0.7015,en,en2de,4,en,5,8400
10,0.8712,en,en2de,5,de,1,8400
10,0.8303,en,en2de,5,de,2,8400
10,0.8301,en,en2de,5,de,3,8400
10,0.8414,en,en2de,5,de,4,8400
10,0.8708,en,en2de,5,de,5,8400
10,0.8606,en,en2de,5,de,6,8400
10,0.72,en,en2de,5,en,1,8400
10,0.7394,en,en2de,5,en,2,8400
10,0.6866,en,en2de,5,en,3,8400
10,0.7023,en,en2de,5,en,4,8400
10,0.7316,en,en2de,5,en,5,8400
10,0.8573,en,en2de,6,de,1,8400
10,0.8271,en,en2de,6,de,2,8400
10,0.86,en,en2de,6,de,3,8400
10,0.8601,en,en2de,6,de,4,8400
10,0.8522,en,en2de,6,de,5,8400
10,0.8711,en,en2de,6,de,6,8400
10,0.717,en,en2de,6,en,1,8400
10,0.7211,en,en2de,6,en,2,8400
10,0.6803,en,en2de,6,en,3,8400
10,0.6913,en,en2de,6,en,4,8400
10,0.726,en,en2de,6,en,5,8400
11,0.8409,en,en2de,1,de,1,8400
11,0.8685,en,en2de,1,de,2,8400
11,0.847,en,en2de,1,de,3,8400
11,0.8623,en,en2de,1,de,4,8400
11,0.8502,en,en2de,1,de,5,8400
11,0.8386,en,en2de,1,de,6,8400
11,0.5836,en,en2de,1,en,1,8400
11,0.6212,en,en2de,1,en,2,8400
11,0.5851,en,en2de,1,en,3,8400
11,0.5257,en,en2de,1,en,4,8400
11,0.6277,en,en2de,1,en,5,8400
11,0.8921,en,en2de,2,de,1,8400
11,0.8734,en,en2de,2,de,2,8400
11,0.8698,en,en2de,2,de,3,8400
11,0.8749,en,en2de,2,de,4,8400
11,0.8906,en,en2de,2,de,5,8400
11,0.8785,en,en2de,2,de,6,8400
11,0.6152,en,en2de,2,en,1,8400
11,0.6286,en,en2de,2,en,2,8400
11,0.6162,en,en2de,2,en,3,8400
11,0.5797,en,en2de,2,en,4,8400
11,0.6466,en,en2de,2,en,5,8400
11,0.8709,en,en2de,3,de,1,8400
11,0.8872,en,en2de,3,de,2,8400
11,0.8555,en,en2de,3,de,3,8400
11,0.8756,en,en2de,3,de,4,8400
11,0.8789,en,en2de,3,de,5,8400
11,0.8728,en,en2de,3,de,6,8400
11,0.6425,en,en2de,3,en,1,8400
11,0.667,en,en2de,3,en,2,8400
11,0.6352,en,en2de,3,en,3,8400
11,0.6105,en,en2de,3,en,4,8400
11,0.6733,en,en2de,3,en,5,8400
11,0.8516,en,en2de,4,de,1,8400
11,0.8818,en,en2de,4,de,2,8400
11,0.848,en,en2de,4,de,3,8400
11,0.8533,en,en2de,4,de,4,8400
11,0.8644,en,en2de,4,de,5,8400
11,0.8567,en,en2de,4,de,6,8400
11,0.5993,en,en2de,4,en,1,8400
11,0.6382,en,en2de,4,en,2,8400
11,0.5891,en,en2de,4,en,3,8400
11,0.5418,en,en2de,4,en,4,8400
11,0.6381,en,en2de,4,en,5,8400
11,0.8709,en,en2de,5,de,1,8400
11,0.858,en,en2de,5,de,2,8400
11,0.828,en,en2de,5,de,3,8400
11,0.8599,en,en2de,5,de,4,8400
11,0.8639,en,en2de,5,de,5,8400
11,0.8564,en,en2de,5,de,6,8400
11,0.6338,en,en2de,5,en,1,8400
11,0.6507,en,en2de,5,en,2,8400
11,0.6238,en,en2de,5,en,3,8400
11,0.6032,en,en2de,5,en,4,8400
11,0.6577,en,en2de,5,en,5,8400
11,0.8651,en,en2de,6,de,1,8400
11,0.8224,en,en2de,6,de,2,8400
11,0.8353,en,en2de,6,de,3,8400
11,0.8479,en,en2de,6,de,4,8400
11,0.8534,en,en2de,6,de,5,8400
11,0.8448,en,en2de,6,de,6,8400
11,0.5918,en,en2de,6,en,1,8400
11,0.5907,en,en2de,6,en,2,8400
11,0.5898,en,en2de,6,en,3,8400
11,0.57,en,en2de,6,en,4,8400
11,0.6237,en,en2de,6,en,5,8400
12,0.8516,en,en2de,1,de,1,8400
12,0.8604,en,en2de,1,de,2,8400
12,0.8487,en,en2de,1,de,3,8400
12,0.8359,en,en2de,1,de,4,8400
12,0.8498,en,en2de,1,de,5,8400
12,0.8593,en,en2de,1,de,6,8400
12,0.5099,en,en2de,1,en,1,8400
12,0.4875,en,en2de,1,en,2,8400
12,0.4974,en,en2de,1,en,3,8400
12,0.5084,en,en2de,1,en,4,8400
12,0.3931,en,en2de,1,en,5,8400
12,0.8841,en,en2de,2,de,1,8400
12,0.8562,en,en2de,2,de,2,8400
12,0.8698,en,en2de,2,de,3,8400
12,0.854,en,en2de,2,de,4,8400
12,0.8793,en,en2de,2,de,5,8400
12,0.8788,en,en2de,2,de,6,8400
12,0.5177,en,en2de,2,en,1,8400
12,0.4933,en,en2de,2,en,2,8400
12,0.5005,en,en2de,2,en,3,8400
12,0.5033,en,en2de,2,en,4,8400
12,0.3752,en,en2de,2,en,5,8400
12,0.8621,en,en2de,3,de,1,8400
12,0.8398,en,en2de,3,de,2,8400
12,0.844,en,en2de,3,de,3,8400
12,0.8613,en,en2de,3,de,4,8400
12,0.8729,en,en2de,3,de,5,8400
12,0.8586,en,en2de,3,de,6,8400
12,0.5384,en,en2de,3,en,1,8400
12,0.5164,en,en2de,3,en,2,8400
12,0.5111,en,en2de,3,en,3,8400
12,0.5227,en,en2de,3,en,4,8400
12,0.3816,en,en2de,3,en,5,8400
12,0.8748,en,en2de,4,de,1,8400
12,0.8469,en,en2de,4,de,2,8400
12,0.8482,en,en2de,4,de,3,8400
12,0.8507,en,en2de,4,de,4,8400
12,0.8731,en,en2de,4,de,5,8400
12,0.8688,en,en2de,4,de,6,8400
12,0.4855,en,en2de,4,en,1,8400
12,0.4698,en,en2de,4,en,2,8400
12,0.473,en,en2de,4,en,3,8400
12,0.475,en,en2de,4,en,4,8400
12,0.3531,en,en2de,4,en,5,8400
12,0.8663,en,en2de,5,de,1,8400
12,0.8472,en,en2de,5,de,2,8400
12,0.8736,en,en2de,5,de,3,8400
12,0.8492,en,en2de,5,de,4,8400
12,0.8564,en,en2de,5,de,5,8400
12,0.8701,en,en2de,5,de,6,8400
12,0.5523,en,en2de,5,en,1,8400
12,0.5304,en,en2de,5,en,2,8400
12,0.5287,en,en2de,5,en,3,8400
12,0.5227,en,en2de,5,en,4,8400
12,0.3983,en,en2de,5,en,5,8400
12,0.8472,en,en2de,6,de,1,8400
12,0.8134,en,en2de,6,de,2,8400
12,0.8491,en,en2de,6,de,3,8400
12,0.8398,en,en2de,6,de,4,8400
12,0.8379,en,en2de,6,de,5,8400
12,0.8482,en,en2de,6,de,6,8400
12,0.5179,en,en2de,6,en,1,8400
12,0.5114,en,en2de,6,en,2,8400
12,0.5002,en,en2de,6,en,3,8400
12,0.5257,en,en2de,6,en,4,8400
12,0.3836,en,en2de,6,en,5,8400
0,0.9865,en,en,1,fr,1,0
1,0.9341,en,en,1,fr,1,0
2,0.8801,en,en,1,fr,1,0
3,0.8817,en,en,1,fr,1,0
4,0.8572,en,en,1,fr,1,0
5,0.8048,en,en,1,fr,1,0
6,0.48,en,en,1,fr,1,0
7,0.5296,en,en,1,fr,1,0
8,0.6618,en,en,1,fr,1,0
9,0.7047,en,en,1,fr,1,0
10,0.694,en,en,1,fr,1,0
11,0.5588,en,en,1,fr,1,0
