layer,score,eval_lang,model_a,seed_a,model_b,seed_b,pre_steps
1,0.9427,de,de2fr,5,fr,1,8400
1,0.9461,de,de2fr,5,fr,2,8400
1,0.9566,de,de2fr,5,fr,4,8400
1,0.9473,de,de2fr,5,fr,5,8400
1,0.9463,de,de2fr,5,fr,6,8400
1,0.95,de,de2fr,5,fr,7,8400
1,0.8732,de,de2fr,6,de,1,8400
1,0.8613,de,de2fr,6,de,2,8400
1,0.8529,de,de2fr,6,de,3,8400
1,0.8179,de,de2fr,6,de,4,8400
1,0.8028,de,de2fr,6,de,5,8400
1,0.799,de,de2fr,6,de,6,8400
1,0.9403,de,de2fr,6,fr,1,8400
1,0.9351,de,de2fr,6,fr,2,8400
1,0.9532,de,de2fr,6,fr,4,8400
1,0.9355,de,de2fr,6,fr,5,8400
1,0.9359,de,de2fr,6,fr,6,8400
1,0.9532,de,de2fr,6,fr,7,8400
1,0.8963,de,de2fr,7,de,1,8400
1,0.8596,de,de2fr,7,de,2,8400
1,0.8685,de,de2fr,7,de,3,8400
1,0.8409,de,de2fr,7,de,4,8400
1,0.8038,de,de2fr,7,de,5,8400
1,0.8222,de,de2fr,7,de,6,8400
1,0.9506,de,de2fr,7,fr,1,8400
1,0.96,de,de2fr,7,fr,2,8400
1,0.9574,de,de2fr,7,fr,4,8400
1,0.9294,de,de2fr,7,fr,5,8400
1,0.9578,de,de2fr,7,fr,6,8400
1,0.9599,de,de2fr,7,fr,7,8400
1,0.8884,de,de2fr,8,de,1,8400
1,0.863,de,de2fr,8,de,2,8400
1,0.8666,de,de2fr,8,de,3,8400
1,0.8403,de,de2fr,8,de,4,8400
1,0.8116,de,de2fr,8,de,5,8400
1,0.8191,de,de2fr,8,de,6,8400
1,0.9497,de,de2fr,8,fr,1,8400
1,0.9496,de,de2fr,8,fr,2,8400
1,0.9567,de,de2fr,8,fr,4,8400
1,0.9445,de,de2fr,8,fr,5,8400
1,0.9562,de,de2fr,8,fr,6,8400
1,0.9554,de,de2fr,8,fr,7,8400
2,0.6523,de,de2fr,1,de,1,8400
2,0.6765,de,de2fr,1,de,2,8400
2,0.6677,de,de2fr,1,de,3,8400
2,0.7269,de,de2fr,1,de,4,8400
2,0.6651,de,de2fr,1,de,5,8400
2,0.6911,de,de2fr,1,de,6,8400
2,0.8811,de,de2fr,1,fr,1,8400
2,0.9001,de,de2fr,1,fr,2,8400
2,0.9242,de,de2fr,1,fr,4,8400
2,0.9029,de,de2fr,1,fr,5,8400
2,0.921,de,de2fr,1,fr,6,8400
2,0.9179,de,de2fr,1,fr,7,8400
2,0.7122,de,de2fr,2,de,1,8400
2,0.7379,de,de2fr,2,de,2,8400
2,0.7378,de,de2fr,2,de,3,8400
2,0.7864,de,de2fr,2,de,4,8400
2,0.7394,de,de2fr,2,de,5,8400
2,0.7509,de,de2fr,2,de,6,8400
2,0.8908,de,de2fr,2,fr,1,8400
2,0.907,de,de2fr,2,fr,2,8400
2,0.9211,de,de2fr,2,fr,4,8400
2,0.9016,de,de2fr,2,fr,5,8400
2,0.9048,de,de2fr,2,fr,6,8400
2,0.9184,de,de2fr,2,fr,7,8400
2,0.6753,de,de2fr,3,de,1,8400
2,0.6996,de,de2fr,3,de,2,8400
2,0.7029,de,de2fr,3,de,3,8400
2,0.7546,de,de2fr,3,de,4,8400
2,0.7024,de,de2fr,3,de,5,8400
2,0.7141,de,de2fr,3,de,6,8400
2,0.9021,de,de2fr,3,fr,1,8400
2,0.9056,de,de2fr,3,fr,2,8400
2,0.9252,de,de2fr,3,fr,4,8400
2,0.9049,de,de2fr,3,fr,5,8400
2,0.9201,de,de2fr,3,fr,6,8400
2,0.9282,de,de2fr,3,fr,7,8400
2,0.6728,de,de2fr,4,de,1,8400
2,0.6949,de,de2fr,4,de,2,8400
2,0.6908,de,de2fr,4,de,3,8400
2,0.7309,de,de2fr,4,de,4,8400
2,0.6944,de,de2fr,4,de,5,8400
2,0.6975,de,de2fr,4,de,6,8400
2,0.9198,de,de2fr,4,fr,1,8400
2,0.9109,de,de2fr,4,fr,2,8400
2,0.9199,de,de2fr,4,fr,4,8400
2,0.896,de,de2fr,4,fr,5,8400
2,0.9145,de,de2fr,4,fr,6,8400
2,0.9215,de,de2fr,4,fr,7,8400
2,0.6684,de,de2fr,5,de,1,8400
2,0.6946,de,de2fr,5,de,2,8400
2,0.6843,de,de2fr,5,de,3,8400
2,0.734,de,de2fr,5,de,4,8400
2,0.6847,de,de2fr,5,de,5,8400
2,0.7102,de,de2fr,5,de,6,8400
2,0.8881,de,de2fr,5,fr,1,8400
2,0.9123,de,de2fr,5,fr,2,8400
2,0.9136,de,de2fr,5,fr,4,8400
2,0.9135,de,de2fr,5,fr,5,8400
2,0.9141,de,de2fr,5,fr,6,8400
2,0.9193,de,de2fr,5,fr,7,8400
2,0.6727,de,de2fr,6,de,1,8400
2,0.7005,de,de2fr,6,de,2,8400
2,0.6777,de,de2fr,6,de,3,8400
2,0.7247,de,de2fr,6,de,4,8400
2,0.6782,de,de2fr,6,de,5,8400
2,0.6861,de,de2fr,6,de,6,8400
2,0.8666,de,de2fr,6,fr,1,8400
2,0.8885,de,de2fr,6,fr,2,8400
2,0.9039,de,de2fr,6,fr,4,8400
2,0.8943,de,de2fr,6,fr,5,8400
2,0.8964,de,de2fr,6,fr,6,8400
2,0.9084,de,de2fr,6,fr,7,8400
2,0.6804,de,de2fr,7,de,1,8400
2,0.7069,de,de2fr,7,de,2,8400
2,0.7082,de,de2fr,7,de,3,8400
2,0.7506,de,de2fr,7,de,4,8400
2,0.6967,de,de2fr,7,de,5,8400
2,0.7108,de,de2fr,7,de,6,8400
2,0.9001,de,de2fr,7,fr,1,8400
2,0.8902,de,de2fr,7,fr,2,8400
2,0.9069,de,de2fr,7,fr,4,8400
2,0.9041,de,de2fr,7,fr,5,8400
2,0.9009,de,de2fr,7,fr,6,8400
2,0.9072,de,de2fr,7,fr,7,8400
2,0.6728,de,de2fr,8,de,1,8400
2,0.6892,de,de2fr,8,de,2,8400
2,0.6894,de,de2fr,8,de,3,8400
2,0.7457,de,de2fr,8,de,4,8400
2,0.6881,de,de2fr,8,de,5,8400
2,0.7127,de,de2fr,8,de,6,8400
2,0.8763,de,de2fr,8,fr,1,8400
2,0.9018,de,de2fr,8,fr,2,8400
2,0.9051,de,de2fr,8,fr,4,8400
2,0.9027,de,de2fr,8,fr,5,8400
2,0.9204,de,de2fr,8,fr,6,8400
2,0.9166,de,de2fr,8,fr,7,8400
3,0.6076,de,de2fr,1,de,1,8400
3,0.6128,de,de2fr,1,de,2,8400
3,0.6933,de,de2fr,1,de,3,8400
3,0.6514,de,de2fr,1,de,4,8400
3,0.6176,de,de2fr,1,de,5,8400
3,0.678,de,de2fr,1,de,6,8400
3,0.8546,de,de2fr,1,fr,1,8400
3,0.8957,de,de2fr,1,fr,2,8400
3,0.9049,de,de2fr,1,fr,4,8400
3,0.8723,de,de2fr,1,fr,5,8400
3,0.9021,de,de2fr,1,fr,6,8400
3,0.9029,de,de2fr,1,fr,7,8400
3,0.6243,de,de2fr,2,de,1,8400
3,0.6373,de,de2fr,2,de,2,8400
3,0.742,de,de2fr,2,de,3,8400
3,0.6795,de,de2fr,2,de,4,8400
3,0.6449,de,de2fr,2,de,5,8400
3,0.722,de,de2fr,2,de,6,8400
3,0.8542,de,de2fr,2,fr,1,8400
3,0.8752,de,de2fr,2,fr,2,8400
3,0.8984,de,de2fr,2,fr,4,8400
3,0.8633,de,de2fr,2,fr,5,8400
3,0.891,de,de2fr,2,fr,6,8400
3,0.8962,de,de2fr,2,fr,7,8400
3,0.5662,de,de2fr,3,de,1,8400
3,0.5684,de,de2fr,3,de,2,8400
3,0.6615,de,de2fr,3,de,3,8400
3,0.6314,de,de2fr,3,de,4,8400
3,0.5921,de,de2fr,3,de,5,8400
3,0.6342,de,de2fr,3,de,6,8400
3,0.8627,de,de2fr,3,fr,1,8400
3,0.8632,de,de2fr,3,fr,2,8400
3,0.8956,de,de2fr,3,fr,4,8400
3,0.8781,de,de2fr,3,fr,5,8400
3,0.8854,de,de2fr,3,fr,6,8400
3,0.8959,de,de2fr,3,fr,7,8400
3,0.5785,de,de2fr,4,de,1,8400
3,0.5854,de,de2fr,4,de,2,8400
3,0.6649,de,de2fr,4,de,3,8400
3,0.6329,de,de2fr,4,de,4,8400
3,0.5877,de,de2fr,4,de,5,8400
3,0.657,de,de2fr,4,de,6,8400
3,0.8844,de,de2fr,4,fr,1,8400
3,0.8968,de,de2fr,4,fr,2,8400
3,0.9078,de,de2fr,4,fr,4,8400
3,0.8863,de,de2fr,4,fr,5,8400
3,0.9026,de,de2fr,4,fr,6,8400
3,0.9115,de,de2fr,4,fr,7,8400
3,0.537,de,de2fr,5,de,1,8400
3,0.5385,de,de2fr,5,de,2,8400
3,0.6068,de,de2fr,5,de,3,8400
3,0.6026,de,de2fr,5,de,4,8400
3,0.572,de,de2fr,5,de,5,8400
3,0.6161,de,de2fr,5,de,6,8400
3,0.8337,de,de2fr,5,fr,1,8400
3,0.8459,de,de2fr,5,fr,2,8400
3,0.8745,de,de2fr,5,fr,4,8400
3,0.868,de,de2fr,5,fr,5,8400
3,0.8589,de,de2fr,5,fr,6,8400
3,0.8631,de,de2fr,5,fr,7,8400
3,0.5941,de,de2fr,6,de,1,8400
3,0.6064,de,de2fr,6,de,2,8400
3,0.6837,de,de2fr,6,de,3,8400
3,0.6416,de,de2fr,6,de,4,8400
3,0.5958,de,de2fr,6,de,5,8400
3,0.666,de,de2fr,6,de,6,8400
3,0.8275,de,de2fr,6,fr,1,8400
3,0.8817,de,de2fr,6,fr,2,8400
3,0.8904,de,de2fr,6,fr,4,8400
3,0.8718,de,de2fr,6,fr,5,8400
3,0.9013,de,de2fr,6,fr,6,8400
3,0.8964,de,de2fr,6,fr,7,8400
3,0.5515,de,de2fr,7,de,1,8400
3,0.5388,de,de2fr,7,de,2,8400
3,0.628,de,de2fr,7,de,3,8400
3,0.6146,de,de2fr,7,de,4,8400
3,0.5737,de,de2fr,7,de,5,8400
3,0.6208,de,de2fr,7,de,6,8400
3,0.8741,de,de2fr,7,fr,1,8400
3,0.8781,de,de2fr,7,fr,2,8400
3,0.9004,de,de2fr,7,fr,4,8400
3,0.8572,de,de2fr,7,fr,5,8400
3,0.8713,de,de2fr,7,fr,6,8400
3,0.869,de,de2fr,7,fr,7,8400
3,0.5942,de,de2fr,8,de,1,8400
3,0.5928,de,de2fr,8,de,2,8400
3,0.667,de,de2fr,8,de,3,8400
3,0.6507,de,de2fr,8,de,4,8400
3,0.6129,de,de2fr,8,de,5,8400
3,0.6717,de,de2fr,8,de,6,8400
3,0.8521,de,de2fr,8,fr,1,8400
3,0.8857,de,de2fr,8,fr,2,8400
3,0.9033,de,de2fr,8,fr,4,8400
3,0.8751,de,de2fr,8,fr,5,8400
3,0.9008,de,de2fr,8,fr,6,8400
3,0.9016,de,de2fr,8,fr,7,8400
4,0.5822,de,de2fr,1,de,1,8400
4,0.6038,de,de2fr,1,de,2,8400
4,0.5924,de,de2fr,1,de,3,8400
4,0.6401,de,de2fr,1,de,4,8400
4,0.5677,de,de2fr,1,de,5,8400
4,0.6371,de,de2fr,1,de,6,8400
4,0.8371,de,de2fr,1,fr,1,8400
4,0.896,de,de2fr,1,fr,2,8400
4,0.8749,de,de2fr,1,fr,4,8400
4,0.8799,de,de2fr,1,fr,5,8400
4,0.879,de,de2fr,1,fr,6,8400
4,0.8946,de,de2fr,1,fr,7,8400
4,0.5784,de,de2fr,2,de,1,8400
4,0.5578,de,de2fr,2,de,2,8400
4,0.5838,de,de2fr,2,de,3,8400
4,0.6211,de,de2fr,2,de,4,8400
4,0.5864,de,de2fr,2,de,5,8400
4,0.6228,de,de2fr,2,de,6,8400
4,0.8206,de,de2fr,2,fr,1,8400
4,0.7899,de,de2fr,2,fr,2,8400
4,0.8553,de,de2fr,2,fr,4,8400
4,0.8233,de,de2fr,2,fr,5,8400
4,0.8218,de,de2fr,2,fr,6,8400
4,0.8384,de,de2fr,2,fr,7,8400
4,0.5647,de,de2fr,3,de,1,8400
4,0.5662,de,de2fr,3,de,2,8400
4,0.5936,de,de2fr,3,de,3,8400
4,0.6268,de,de2fr,3,de,4,8400
4,0.581,de,de2fr,3,de,5,8400
4,0.6421,de,de2fr,3,de,6,8400
4,0.8734,de,de2fr,3,fr,1,8400
4,0.8635,de,de2fr,3,fr,2,8400
4,0.8985,de,de2fr,3,fr,4,8400
4,0.8664,de,de2fr,3,fr,5,8400
4,0.8682,de,de2fr,3,fr,6,8400
4,0.8787,de,de2fr,3,fr,7,8400
4,0.5615,de,de2fr,4,de,1,8400
4,0.5704,de,de2fr,4,de,2,8400
4,0.5682,de,de2fr,4,de,3,8400
4,0.6189,de,de2fr,4,de,4,8400
4,0.5613,de,de2fr,4,de,5,8400
4,0.6349,de,de2fr,4,de,6,8400
4,0.8692,de,de2fr,4,fr,1,8400
4,0.8849,de,de2fr,4,fr,2,8400
4,0.8958,de,de2fr,4,fr,4,8400
4,0.8735,de,de2fr,4,fr,5,8400
4,0.8954,de,de2fr,4,fr,6,8400
4,0.8955,de,de2fr,4,fr,7,8400
4,0.5822,de,de2fr,5,de,1,8400
4,0.5612,de,de2fr,5,de,2,8400
4,0.5875,de,de2fr,5,de,3,8400
4,0.6219,de,de2fr,5,de,4,8400
4,0.5962,de,de2fr,5,de,5,8400
4,0.63,de,de2fr,5,de,6,8400
4,0.8199,de,de2fr,5,fr,1,8400
4,0.8227,de,de2fr,5,fr,2,8400
4,0.8686,de,de2fr,5,fr,4,8400
4,0.8427,de,de2fr,5,fr,5,8400
4,0.8411,de,de2fr,5,fr,6,8400
4,0.854,de,de2fr,5,fr,7,8400
4,0.589,de,de2fr,6,de,1,8400
4,0.5776,de,de2fr,6,de,2,8400
4,0.5646,de,de2fr,6,de,3,8400
4,0.6273,de,de2fr,6,de,4,8400
4,0.5511,de,de2fr,6,de,5,8400
4,0.6271,de,de2fr,6,de,6,8400
4,0.7997,de,de2fr,6,fr,1,8400
4,0.8833,de,de2fr,6,fr,2,8400
4,0.8605,de,de2fr,6,fr,4,8400
4,0.8636,de,de2fr,6,fr,5,8400
4,0.8503,de,de2fr,6,fr,6,8400
4,0.8812,de,de2fr,6,fr,7,8400
4,0.5291,de,de2fr,7,de,1,8400
4,0.5203,de,de2fr,7,de,2,8400
4,0.5306,de,de2fr,7,de,3,8400
4,0.5777,de,de2fr,7,de,4,8400
4,0.5561,de,de2fr,7,de,5,8400
4,0.5922,de,de2fr,7,de,6,8400
4,0.8281,de,de2fr,7,fr,1,8400
4,0.7925,de,de2fr,7,fr,2,8400
4,0.859,de,de2fr,7,fr,4,8400
4,0.7969,de,de2fr,7,fr,5,8400
4,0.8262,de,de2fr,7,fr,6,8400
4,0.8044,de,de2fr,7,fr,7,8400
4,0.5696,de,de2fr,8,de,1,8400
4,0.5481,de,de2fr,8,de,2,8400
4,0.5604,de,de2fr,8,de,3,8400
4,0.6155,de,de2fr,8,de,4,8400
4,0.5845,de,de2fr,8,de,5,8400
4,0.6139,de,de2fr,8,de,6,8400
4,0.822,de,de2fr,8,fr,1,8400
4,0.7968,de,de2fr,8,fr,2,8400
4,0.8681,de,de2fr,8,fr,4,8400
4,0.7961,de,de2fr,8,fr,5,8400
4,0.8208,de,de2fr,8,fr,6,8400
4,0.8228,de,de2fr,8,fr,7,8400
5,0.5727,de,de2fr,1,de,1,8400
5,0.5433,de,de2fr,1,de,2,8400
5,0.6129,de,de2fr,1,de,3,8400
5,0.6211,de,de2fr,1,de,4,8400
5,0.5525,de,de2fr,1,de,5,8400
5,0.5834,de,de2fr,1,de,6,8400
5,0.7807,de,de2fr,1,fr,1,8400
5,0.8611,de,de2fr,1,fr,2,8400
5,0.8594,de,de2fr,1,fr,4,8400
5,0.8138,de,de2fr,1,fr,5,8400
5,0.8568,de,de2fr,1,fr,6,8400
5,0.8629,de,de2fr,1,fr,7,8400
5,0.4163,de,de2fr,2,de,1,8400
5,0.4301,de,de2fr,2,de,2,8400
5,0.4651,de,de2fr,2,de,3,8400
5,0.5011,de,de2fr,2,de,4,8400
5,0.46,de,de2fr,2,de,5,8400
5,0.4521,de,de2fr,2,de,6,8400
5,0.7115,de,de2fr,2,fr,1,8400
5,0.6828,de,de2fr,2,fr,2,8400
5,0.7322,de,de2fr,2,fr,4,8400
5,0.6459,de,de2fr,2,fr,5,8400
5,0.657,de,de2fr,2,fr,6,8400
5,0.6829,de,de2fr,2,fr,7,8400
5,0.4737,de,de2fr,3,de,1,8400
5,0.4845,de,de2fr,3,de,2,8400
5,0.5292,de,de2fr,3,de,3,8400
5,0.5617,de,de2fr,3,de,4,8400
5,0.5062,de,de2fr,3,de,5,8400
5,0.5263,de,de2fr,3,de,6,8400
5,0.7674,de,de2fr,3,fr,1,8400
5,0.7645,de,de2fr,3,fr,2,8400
5,0.7985,de,de2fr,3,fr,4,8400
5,0.7179,de,de2fr,3,fr,5,8400
5,0.7388,de,de2fr,3,fr,6,8400
5,0.7498,de,de2fr,3,fr,7,8400
5,0.435,de,de2fr,4,de,1,8400
5,0.4351,de,de2fr,4,de,2,8400
5,0.4809,de,de2fr,4,de,3,8400
5,0.5152,de,de2fr,4,de,4,8400
5,0.4691,de,de2fr,4,de,5,8400
5,0.4758,de,de2fr,4,de,6,8400
5,0.7319,de,de2fr,4,fr,1,8400
5,0.7304,de,de2fr,4,fr,2,8400
5,0.7648,de,de2fr,4,fr,4,8400
5,0.6878,de,de2fr,4,fr,5,8400
5,0.7149,de,de2fr,4,fr,6,8400
5,0.7187,de,de2fr,4,fr,7,8400
5,0.5267,de,de2fr,5,de,1,8400
5,0.4938,de,de2fr,5,de,2,8400
5,0.571,de,de2fr,5,de,3,8400
5,0.5884,de,de2fr,5,de,4,8400
5,0.5406,de,de2fr,5,de,5,8400
5,0.54,de,de2fr,5,de,6,8400
5,0.7343,de,de2fr,5,fr,1,8400
5,0.7951,de,de2fr,5,fr,2,8400
5,0.8119,de,de2fr,5,fr,4,8400
5,0.7362,de,de2fr,5,fr,5,8400
5,0.7663,de,de2fr,5,fr,6,8400
5,0.7864,de,de2fr,5,fr,7,8400
5,0.4976,de,de2fr,6,de,1,8400
5,0.4783,de,de2fr,6,de,2,8400
5,0.52,de,de2fr,6,de,3,8400
5,0.5415,de,de2fr,6,de,4,8400
5,0.4838,de,de2fr,6,de,5,8400
5,0.5029,de,de2fr,6,de,6,8400
5,0.7241,de,de2fr,6,fr,1,8400
5,0.7793,de,de2fr,6,fr,2,8400
5,0.8078,de,de2fr,6,fr,4,8400
5,0.73,de,de2fr,6,fr,5,8400
5,0.7555,de,de2fr,6,fr,6,8400
5,0.7864,de,de2fr,6,fr,7,8400
5,0.4892,de,de2fr,7,de,1,8400
5,0.4799,de,de2fr,7,de,2,8400
5,0.5366,de,de2fr,7,de,3,8400
5,0.5642,de,de2fr,7,de,4,8400
5,0.5117,de,de2fr,7,de,5,8400
5,0.5168,de,de2fr,7,de,6,8400
5,0.7645,de,de2fr,7,fr,1,8400
5,0.779,de,de2fr,7,fr,2,8400
5,0.83,de,de2fr,7,fr,4,8400
5,0.7203,de,de2fr,7,fr,5,8400
5,0.7485,de,de2fr,7,fr,6,8400
5,0.7726,de,de2fr,7,fr,7,8400
5,0.4794,de,de2fr,8,de,1,8400
5,0.4733,de,de2fr,8,de,2,8400
5,0.5502,de,de2fr,8,de,3,8400
5,0.5772,de,de2fr,8,de,4,8400
5,0.5168,de,de2fr,8,de,5,8400
5,0.5124,de,de2fr,8,de,6,8400
5,0.7914,de,de2fr,8,fr,1,8400
5,0.7759,de,de2fr,8,fr,2,8400
5,0.8481,de,de2fr,8,fr,4,8400
5,0.732,de,de2fr,8,fr,5,8400
5,0.7785,de,de2fr,8,fr,6,8400
5,0.7699,de,de2fr,8,fr,7,8400
6,0.519,de,de2fr,1,de,1,8400
6,0.4537,de,de2fr,1,de,2,8400
6,0.5318,de,de2fr,1,de,3,8400
6,0.5961,de,de2fr,1,de,4,8400
6,0.522,de,de2fr,1,de,5,8400
6,0.4786,de,de2fr,1,de,6,8400
6,0.7145,de,de2fr,1,fr,1,8400
6,0.782,de,de2fr,1,fr,2,8400
6,0.7639,de,de2fr,1,fr,4,8400
6,0.7664,de,de2fr,1,fr,5,8400
6,0.7735,de,de2fr,1,fr,6,8400
6,0.7994,de,de2fr,1,fr,7,8400
6,0.4178,de,de2fr,2,de,1,8400
6,0.3704,de,de2fr,2,de,2,8400
6,0.4559,de,de2fr,2,de,3,8400
6,0.5284,de,de2fr,2,de,4,8400
6,0.4586,de,de2fr,2,de,5,8400
6,0.3965,de,de2fr,2,de,6,8400
6,0.7053,de,de2fr,2,fr,1,8400
6,0.7125,de,de2fr,2,fr,2,8400
6,0.7588,de,de2fr,2,fr,4,8400
6,0.6786,de,de2fr,2,fr,5,8400
6,0.7377,de,de2fr,2,fr,6,8400
6,0.7322,de,de2fr,2,fr,7,8400
6,0.5475,de,de2fr,3,de,1,8400
6,0.5185,de,de2fr,3,de,2,8400
6,0.59,de,de2fr,3,de,3,8400
6,0.6541,de,de2fr,3,de,4,8400
6,0.5937,de,de2fr,3,de,5,8400
6,0.5599,de,de2fr,3,de,6,8400
6,0.7341,de,de2fr,3,fr,1,8400
6,0.8031,de,de2fr,3,fr,2,8400
6,0.7802,de,de2fr,3,fr,4,8400
6,0.7693,de,de2fr,3,fr,5,8400
6,0.7636,de,de2fr,3,fr,6,8400
6,0.8061,de,de2fr,3,fr,7,8400
6,0.4838,de,de2fr,4,de,1,8400
6,0.4635,de,de2fr,4,de,2,8400
6,0.5264,de,de2fr,4,de,3,8400
6,0.5927,de,de2fr,4,de,4,8400
6,0.5416,de,de2fr,4,de,5,8400
6,0.4941,de,de2fr,4,de,6,8400
6,0.7279,de,de2fr,4,fr,1,8400
6,0.7832,de,de2fr,4,fr,2,8400
6,0.7852,de,de2fr,4,fr,4,8400
6,0.7315,de,de2fr,4,fr,5,8400
6,0.7694,de,de2fr,4,fr,6,8400
6,0.7781,de,de2fr,4,fr,7,8400
6,0.4528,de,de2fr,5,de,1,8400
6,0.4175,de,de2fr,5,de,2,8400
6,0.4849,de,de2fr,5,de,3,8400
6,0.5442,de,de2fr,5,de,4,8400
6,0.5069,de,de2fr,5,de,5,8400
6,0.4438,de,de2fr,5,de,6,8400
6,0.6737,de,de2fr,5,fr,1,8400
6,0.7746,de,de2fr,5,fr,2,8400
6,0.7931,de,de2fr,5,fr,4,8400
6,0.6926,de,de2fr,5,fr,5,8400
6,0.728,de,de2fr,5,fr,6,8400
6,0.7588,de,de2fr,5,fr,7,8400
6,0.6216,de,de2fr,6,de,1,8400
6,0.5127,de,de2fr,6,de,2,8400
6,0.5945,de,de2fr,6,de,3,8400
6,0.6604,de,de2fr,6,de,4,8400
6,0.5833,de,de2fr,6,de,5,8400
6,0.5618,de,de2fr,6,de,6,8400
6,0.6611,de,de2fr,6,fr,1,8400
6,0.7694,de,de2fr,6,fr,2,8400
6,0.711,de,de2fr,6,fr,4,8400
6,0.782,de,de2fr,6,fr,5,8400
6,0.7221,de,de2fr,6,fr,6,8400
6,0.8073,de,de2fr,6,fr,7,8400
6,0.4271,de,de2fr,7,de,1,8400
6,0.3988,de,de2fr,7,de,2,8400
6,0.4769,de,de2fr,7,de,3,8400
6,0.5556,de,de2fr,7,de,4,8400
6,0.495,de,de2fr,7,de,5,8400
6,0.4242,de,de2fr,7,de,6,8400
6,0.7153,de,de2fr,7,fr,1,8400
6,0.7334,de,de2fr,7,fr,2,8400
6,0.8002,de,de2fr,7,fr,4,8400
6,0.6758,de,de2fr,7,fr,5,8400
6,0.7286,de,de2fr,7,fr,6,8400
6,0.7561,de,de2fr,7,fr,7,8400
6,0.3723,de,de2fr,8,de,1,8400
6,0.3405,de,de2fr,8,de,2,8400
6,0.4106,de,de2fr,8,de,3,8400
6,0.4838,de,de2fr,8,de,4,8400
6,0.4448,de,de2fr,8,de,5,8400
6,0.3635,de,de2fr,8,de,6,8400
6,0.665,de,de2fr,8,fr,1,8400
6,0.6859,de,de2fr,8,fr,2,8400
6,0.7722,de,de2fr,8,fr,4,8400
6,0.6096,de,de2fr,8,fr,5,8400
6,0.6936,de,de2fr,8,fr,6,8400
6,0.6799,de,de2fr,8,fr,7,8400
7,0.5055,de,de2fr,1,de,1,8400
7,0.4936,de,de2fr,1,de,2,8400
7,0.5386,de,de2fr,1,de,3,8400
7,0.5983,de,de2fr,1,de,4,8400
7,0.5648,de,de2fr,1,de,5,8400
7,0.4652,de,de2fr,1,de,6,8400
7,0.7238,de,de2fr,1,fr,1,8400
7,0.8098,de,de2fr,1,fr,2,8400
7,0.7801,de,de2fr,1,fr,4,8400
7,0.7561,de,de2fr,1,fr,5,8400
7,0.7539,de,de2fr,1,fr,6,8400
7,0.8012,de,de2fr,1,fr,7,8400
7,0.5625,de,de2fr,2,de,1,8400
7,0.5102,de,de2fr,2,de,2,8400
7,0.5802,de,de2fr,2,de,3,8400
7,0.6409,de,de2fr,2,de,4,8400
7,0.6133,de,de2fr,2,de,5,8400
7,0.5178,de,de2fr,2,de,6,8400
7,0.7014,de,de2fr,2,fr,1,8400
7,0.7872,de,de2fr,2,fr,2,8400
7,0.7872,de,de2fr,2,fr,4,8400
7,0.7285,de,de2fr,2,fr,5,8400
7,0.7407,de,de2fr,2,fr,6,8400
7,0.7848,de,de2fr,2,fr,7,8400
7,0.5274,de,de2fr,3,de,1,8400
7,0.5349,de,de2fr,3,de,2,8400
7,0.5814,de,de2fr,3,de,3,8400
7,0.6417,de,de2fr,3,de,4,8400
7,0.6126,de,de2fr,3,de,5,8400
7,0.5107,de,de2fr,3,de,6,8400
7,0.7568,de,de2fr,3,fr,1,8400
7,0.818,de,de2fr,3,fr,2,8400
7,0.7987,de,de2fr,3,fr,4,8400
7,0.7716,de,de2fr,3,fr,5,8400
7,0.76,de,de2fr,3,fr,6,8400
7,0.815,de,de2fr,3,fr,7,8400
7,0.5424,de,de2fr,4,de,1,8400
7,0.5253,de,de2fr,4,de,2,8400
7,0.5568,de,de2fr,4,de,3,8400
7,0.6198,de,de2fr,4,de,4,8400
7,0.5941,de,de2fr,4,de,5,8400
7,0.513,de,de2fr,4,de,6,8400
7,0.6881,de,de2fr,4,fr,1,8400
7,0.781,de,de2fr,4,fr,2,8400
7,0.75,de,de2fr,4,fr,4,8400
7,0.7523,de,de2fr,4,fr,5,8400
7,0.7764,de,de2fr,4,fr,6,8400
7,0.8063,de,de2fr,4,fr,7,8400
7,0.6214,de,de2fr,5,de,1,8400
7,0.5534,de,de2fr,5,de,2,8400
7,0.6163,de,de2fr,5,de,3,8400
7,0.6455,de,de2fr,5,de,4,8400
7,0.6567,de,de2fr,5,de,5,8400
7,0.5739,de,de2fr,5,de,6,8400
7,0.6862,de,de2fr,5,fr,1,8400
7,0.7823,de,de2fr,5,fr,2,8400
7,0.7581,de,de2fr,5,fr,4,8400
7,0.7572,de,de2fr,5,fr,5,8400
7,0.747,de,de2fr,5,fr,6,8400
7,0.7887,de,de2fr,5,fr,7,8400
7,0.6048,de,de2fr,6,de,1,8400
7,0.5412,de,de2fr,6,de,2,8400
7,0.5867,de,de2fr,6,de,3,8400
7,0.6355,de,de2fr,6,de,4,8400
7,0.6204,de,de2fr,6,de,5,8400
7,0.5451,de,de2fr,6,de,6,8400
7,0.6966,de,de2fr,6,fr,1,8400
7,0.7944,de,de2fr,6,fr,2,8400
7,0.7604,de,de2fr,6,fr,4,8400
7,0.7505,de,de2fr,6,fr,5,8400
7,0.7425,de,de2fr,6,fr,6,8400
7,0.7879,de,de2fr,6,fr,7,8400
7,0.4857,de,de2fr,7,de,1,8400
7,0.4872,de,de2fr,7,de,2,8400
