epoch,layer,model_a,seed_a,model_b,seed_b,score
19,1,de2fr,8,de,6,0.8226
19,1,de2fr,8,fr,4,0.9546
19,1,de2fr,8,fr,6,0.9568
19,1,en2fr,2,de,4,0.8125
19,1,en2fr,2,de,6,0.8172
19,1,en2fr,2,fr,4,0.9556
19,1,en2fr,2,fr,6,0.9529
19,1,en2fr,3,de,4,0.811
19,1,en2fr,3,de,6,0.8273
19,1,en2fr,3,fr,4,0.9552
19,1,en2fr,3,fr,6,0.9596
19,1,en2fr,6,de,4,0.8055
19,1,en2fr,6,de,6,0.8054
19,1,en2fr,6,fr,4,0.9533
19,1,en2fr,6,fr,6,0.9564
19,1,en2fr,7,de,4,0.8021
19,1,en2fr,7,de,6,0.8244
19,1,en2fr,7,fr,4,0.9528
19,1,en2fr,7,fr,6,0.9541
19,1,en2fr,8,de,4,0.8078
19,1,en2fr,8,de,6,0.8208
19,1,en2fr,8,fr,4,0.9584
19,1,en2fr,8,fr,6,0.9597
19,1,en2fr,9,de,4,0.8126
19,1,en2fr,9,de,6,0.8231
19,1,en2fr,9,fr,4,0.9537
19,1,en2fr,9,fr,6,0.9591
19,1,en2fr,0,de,4,0.8301
19,1,en2fr,0,de,6,0.837
19,1,en2fr,0,fr,4,0.9507
19,1,en2fr,0,fr,6,0.9535
20,1,de2fr,2,de,4,0.8597
20,1,de2fr,2,de,6,0.816
20,1,de2fr,2,fr,4,0.9505
20,1,de2fr,2,fr,6,0.9531
20,1,de2fr,3,de,4,0.8529
20,1,de2fr,3,de,6,0.8009
20,1,de2fr,3,fr,4,0.941
20,1,de2fr,3,fr,6,0.9531
20,1,de2fr,6,de,4,0.8227
20,1,de2fr,6,de,6,0.7763
20,1,de2fr,6,fr,4,0.9547
20,1,de2fr,6,fr,6,0.9556
20,1,de2fr,7,de,4,0.8503
20,1,de2fr,7,de,6,0.7966
20,1,de2fr,7,fr,4,0.9527
20,1,de2fr,7,fr,6,0.9607
20,1,de2fr,8,de,4,0.8499
20,1,de2fr,8,de,6,0.8045
20,1,de2fr,8,fr,4,0.9565
20,1,de2fr,8,fr,6,0.9515
20,1,en2fr,2,de,4,0.8273
20,1,en2fr,2,de,6,0.787
20,1,en2fr,2,fr,4,0.9563
20,1,en2fr,2,fr,6,0.9564
20,1,en2fr,3,de,4,0.8323
20,1,en2fr,3,de,6,0.7863
20,1,en2fr,3,fr,4,0.942
20,1,en2fr,3,fr,6,0.9598
20,1,en2fr,6,de,4,0.8244
20,1,en2fr,6,de,6,0.7728
20,1,en2fr,6,fr,4,0.948
20,1,en2fr,6,fr,6,0.9607
20,1,en2fr,7,de,4,0.8347
20,1,en2fr,7,de,6,0.8053
20,1,en2fr,7,fr,4,0.9611
20,1,en2fr,7,fr,6,0.9612
20,1,en2fr,8,de,4,0.8423
20,1,en2fr,8,de,6,0.7886
20,1,en2fr,8,fr,4,0.9562
20,1,en2fr,8,fr,6,0.9623
20,1,en2fr,9,de,4,0.8332
20,1,en2fr,9,de,6,0.7801
20,1,en2fr,9,fr,4,0.9527
20,1,en2fr,9,fr,6,0.9592
20,1,en2fr,0,de,4,0.8502
20,1,en2fr,0,de,6,0.8027
20,1,en2fr,0,fr,4,0.9502
20,1,en2fr,0,fr,6,0.9554
21,1,de2fr,2,de,4,0.8377
21,1,de2fr,2,de,6,0.8453
21,1,de2fr,2,fr,4,0.9513
21,1,de2fr,2,fr,6,0.9474
21,1,de2fr,3,de,4,0.8383
21,1,de2fr,3,de,6,0.8394
21,1,de2fr,3,fr,4,0.9362
21,1,de2fr,3,fr,6,0.9409
21,1,de2fr,6,de,4,0.8049
21,1,de2fr,6,de,6,0.8293
21,1,de2fr,6,fr,4,0.9552
21,1,de2fr,6,fr,6,0.957
21,1,de2fr,7,de,4,0.8523
21,1,de2fr,7,de,6,0.8502
21,1,de2fr,7,fr,4,0.952
21,1,de2fr,7,fr,6,0.9546
21,1,de2fr,8,de,4,0.8449
21,1,de2fr,8,de,6,0.845
21,1,de2fr,8,fr,4,0.9553
21,1,de2fr,8,fr,6,0.9514
21,1,en2fr,2,de,4,0.8376
21,1,en2fr,2,de,6,0.8418
21,1,en2fr,2,fr,4,0.9449
21,1,en2fr,2,fr,6,0.9491
21,1,en2fr,3,de,4,0.8271
21,1,en2fr,3,de,6,0.8274
21,1,en2fr,3,fr,4,0.9466
21,1,en2fr,3,fr,6,0.949
21,1,en2fr,6,de,4,0.8154
21,1,en2fr,6,de,6,0.8272
21,1,en2fr,6,fr,4,0.9546
21,1,en2fr,6,fr,6,0.9624
21,1,en2fr,7,de,4,0.8294
21,1,en2fr,7,de,6,0.8454
21,1,en2fr,7,fr,4,0.9568
21,1,en2fr,7,fr,6,0.9627
21,1,en2fr,8,de,4,0.8308
21,1,en2fr,8,de,6,0.839
21,1,en2fr,8,fr,4,0.9491
21,1,en2fr,8,fr,6,0.9586
21,1,en2fr,9,de,4,0.8533
21,1,en2fr,9,de,6,0.8428
21,1,en2fr,9,fr,4,0.9427
21,1,en2fr,9,fr,6,0.9391
21,1,en2fr,0,de,4,0.8522
21,1,en2fr,0,de,6,0.8467
21,1,en2fr,0,fr,4,0.9435
21,1,en2fr,0,fr,6,0.9403
22,1,de2fr,2,de,4,0.8608
22,1,de2fr,2,de,6,0.8349
22,1,de2fr,2,fr,4,0.9594
22,1,de2fr,2,fr,6,0.9521
22,1,de2fr,3,de,4,0.804
22,1,de2fr,3,de,6,0.7764
22,1,de2fr,3,fr,4,0.8914
22,1,de2fr,3,fr,6,0.8842
22,1,de2fr,6,de,4,0.8429
22,1,de2fr,6,de,6,0.8124
22,1,de2fr,6,fr,4,0.9589
22,1,de2fr,6,fr,6,0.9494
22,1,de2fr,7,de,4,0.8791
22,1,de2fr,7,de,6,0.8336
22,1,de2fr,7,fr,4,0.9462
22,1,de2fr,7,fr,6,0.9339
22,1,de2fr,8,de,4,0.8609
22,1,de2fr,8,de,6,0.8274
22,1,de2fr,8,fr,4,0.9652
22,1,de2fr,8,fr,6,0.9524
22,1,en2fr,2,de,4,0.8413
22,1,en2fr,2,de,6,0.8132
22,1,en2fr,2,fr,4,0.9511
22,1,en2fr,2,fr,6,0.9507
22,1,en2fr,3,de,4,0.8497
22,1,en2fr,3,de,6,0.8195
22,1,en2fr,3,fr,4,0.9551
22,1,en2fr,3,fr,6,0.9515
22,1,en2fr,6,de,4,0.8539
22,1,en2fr,6,de,6,0.8239
22,1,en2fr,6,fr,4,0.9536
22,1,en2fr,6,fr,6,0.9494
22,1,en2fr,7,de,4,0.8568
22,1,en2fr,7,de,6,0.8315
22,1,en2fr,7,fr,4,0.952
22,1,en2fr,7,fr,6,0.9503
22,1,en2fr,8,de,4,0.8507
22,1,en2fr,8,de,6,0.8132
22,1,en2fr,8,fr,4,0.9626
22,1,en2fr,8,fr,6,0.9489
22,1,en2fr,9,de,4,0.8614
22,1,en2fr,9,de,6,0.8153
22,1,en2fr,9,fr,4,0.9625
22,1,en2fr,9,fr,6,0.9505
22,1,en2fr,0,de,4,0.8615
22,1,en2fr,0,de,6,0.8179
22,1,en2fr,0,fr,4,0.9566
22,1,en2fr,0,fr,6,0.9449
23,1,de2fr,2,de,4,0.8731
23,1,de2fr,2,de,6,0.8231
23,1,de2fr,2,fr,4,0.9557
23,1,de2fr,2,fr,6,0.953
23,1,de2fr,3,de,4,0.831
23,1,de2fr,3,de,6,0.7813
23,1,de2fr,3,fr,4,0.9191
23,1,de2fr,3,fr,6,0.9036
23,1,de2fr,6,de,4,0.839
23,1,de2fr,6,de,6,0.7918
23,1,de2fr,6,fr,4,0.9428
23,1,de2fr,6,fr,6,0.9352
23,1,de2fr,7,de,4,0.8742
23,1,de2fr,7,de,6,0.8205
23,1,de2fr,7,fr,4,0.9583
23,1,de2fr,7,fr,6,0.962
23,1,de2fr,8,de,4,0.8664
23,1,de2fr,8,de,6,0.8172
23,1,de2fr,8,fr,4,0.9586
23,1,de2fr,8,fr,6,0.9614
23,1,en2fr,2,de,4,0.8452
23,1,en2fr,2,de,6,0.7977
23,1,en2fr,2,fr,4,0.9474
23,1,en2fr,2,fr,6,0.9584
23,1,en2fr,3,de,4,0.8518
23,1,en2fr,3,de,6,0.8052
23,1,en2fr,3,fr,4,0.9472
23,1,en2fr,3,fr,6,0.9637
23,1,en2fr,6,de,4,0.842
23,1,en2fr,6,de,6,0.7939
23,1,en2fr,6,fr,4,0.9451
23,1,en2fr,6,fr,6,0.9551
23,1,en2fr,7,de,4,0.8495
23,1,en2fr,7,de,6,0.8016
23,1,en2fr,7,fr,4,0.9534
23,1,en2fr,7,fr,6,0.9609
23,1,en2fr,8,de,4,0.855
23,1,en2fr,8,de,6,0.7996
23,1,en2fr,8,fr,4,0.9545
23,1,en2fr,8,fr,6,0.9618
23,1,en2fr,9,de,4,0.858
23,1,en2fr,9,de,6,0.7927
23,1,en2fr,9,fr,4,0.9552
23,1,en2fr,9,fr,6,0.952
23,1,en2fr,0,de,4,0.8672
23,1,en2fr,0,de,6,0.8118
23,1,en2fr,0,fr,4,0.9472
23,1,en2fr,0,fr,6,0.9568
24,1,de2fr,2,de,4,0.8341
24,1,de2fr,2,de,6,0.8265
24,1,de2fr,2,fr,4,0.9542
24,1,de2fr,2,fr,6,0.9525
24,1,de2fr,3,de,4,0.8057
24,1,de2fr,3,de,6,0.7898
24,1,de2fr,3,fr,4,0.909
24,1,de2fr,3,fr,6,0.8892
24,1,de2fr,6,de,4,0.8045
24,1,de2fr,6,de,6,0.7949
24,1,de2fr,6,fr,4,0.9477
24,1,de2fr,6,fr,6,0.9413
24,1,de2fr,7,de,4,0.8352
24,1,de2fr,7,de,6,0.8249
24,1,de2fr,7,fr,4,0.9546
24,1,de2fr,7,fr,6,0.9498
24,1,de2fr,8,de,4,0.8477
24,1,de2fr,8,de,6,0.8348
24,1,de2fr,8,fr,4,0.9481
24,1,de2fr,8,fr,6,0.9484
24,1,en2fr,2,de,4,0.8099
24,1,en2fr,2,de,6,0.8037
24,1,en2fr,2,fr,4,0.9522
24,1,en2fr,2,fr,6,0.9484
24,1,en2fr,3,de,4,0.8376
24,1,en2fr,3,de,6,0.8263
24,1,en2fr,3,fr,4,0.9519
24,1,en2fr,3,fr,6,0.9567
24,1,en2fr,6,de,4,0.8271
24,1,en2fr,6,de,6,0.8068
24,1,en2fr,6,fr,4,0.9412
24,1,en2fr,6,fr,6,0.947
24,1,en2fr,7,de,4,0.8189
24,1,en2fr,7,de,6,0.8178
24,1,en2fr,7,fr,4,0.9623
24,1,en2fr,7,fr,6,0.9552
24,1,en2fr,8,de,4,0.8153
24,1,en2fr,8,de,6,0.8097
24,1,en2fr,8,fr,4,0.961
24,1,en2fr,8,fr,6,0.9553
24,1,en2fr,9,de,4,0.8268
24,1,en2fr,9,de,6,0.8109
24,1,en2fr,9,fr,4,0.9549
24,1,en2fr,9,fr,6,0.9537
24,1,en2fr,0,de,4,0.8511
24,1,en2fr,0,de,6,0.8319
24,1,en2fr,0,fr,4,0.9518
24,1,en2fr,0,fr,6,0.9485
25,1,de2fr,2,de,4,0.8424
25,1,de2fr,2,de,6,0.8301
25,1,de2fr,2,fr,4,0.9539
25,1,de2fr,2,fr,6,0.9464
25,1,de2fr,3,de,4,0.8194
25,1,de2fr,3,de,6,0.8117
25,1,de2fr,3,fr,4,0.9568
25,1,de2fr,3,fr,6,0.9462
25,1,de2fr,6,de,4,0.8268
25,1,de2fr,6,de,6,0.812
25,1,de2fr,6,fr,4,0.9497
25,1,de2fr,6,fr,6,0.9505
25,1,de2fr,7,de,4,0.8593
25,1,de2fr,7,de,6,0.8402
25,1,de2fr,7,fr,4,0.9542
25,1,de2fr,7,fr,6,0.9448
25,1,de2fr,8,de,4,0.8431
25,1,de2fr,8,de,6,0.8245
25,1,de2fr,8,fr,4,0.9459
25,1,de2fr,8,fr,6,0.9444
25,1,en2fr,2,de,4,0.821
25,1,en2fr,2,de,6,0.8063
25,1,en2fr,2,fr,4,0.9525
25,1,en2fr,2,fr,6,0.9464
25,1,en2fr,3,de,4,0.8243
25,1,en2fr,3,de,6,0.8181
25,1,en2fr,3,fr,4,0.9586
25,1,en2fr,3,fr,6,0.9581
25,1,en2fr,6,de,4,0.8274
25,1,en2fr,6,de,6,0.8126
25,1,en2fr,6,fr,4,0.9513
25,1,en2fr,6,fr,6,0.9562
25,1,en2fr,7,de,4,0.8304
25,1,en2fr,7,de,6,0.8224
25,1,en2fr,7,fr,4,0.9634
25,1,en2fr,7,fr,6,0.9518
25,1,en2fr,8,de,4,0.8097
25,1,en2fr,8,de,6,0.8074
25,1,en2fr,8,fr,4,0.9619
25,1,en2fr,8,fr,6,0.9612
25,1,en2fr,9,de,4,0.8296
25,1,en2fr,9,de,6,0.8125
25,1,en2fr,9,fr,4,0.9548
25,1,en2fr,9,fr,6,0.9447
25,1,en2fr,0,de,4,0.8464
25,1,en2fr,0,de,6,0.8365
25,1,en2fr,0,fr,4,0.9556
25,1,en2fr,0,fr,6,0.9506
26,1,de2fr,2,de,4,0.8314
26,1,de2fr,2,de,6,0.8275
26,1,de2fr,2,fr,4,0.9473
26,1,de2fr,2,fr,6,0.9436
26,1,de2fr,3,de,4,0.8152
26,1,de2fr,3,de,6,0.8167
26,1,de2fr,3,fr,4,0.9589
26,1,de2fr,3,fr,6,0.9556
26,1,de2fr,6,de,4,0.8092
26,1,de2fr,6,de,6,0.7986
26,1,de2fr,6,fr,4,0.9498
26,1,de2fr,6,fr,6,0.958
26,1,de2fr,7,de,4,0.8468
26,1,de2fr,7,de,6,0.8306
26,1,de2fr,7,fr,4,0.9559
26,1,de2fr,7,fr,6,0.9509
26,1,de2fr,8,de,4,0.8438
26,1,de2fr,8,de,6,0.8341
26,1,de2fr,8,fr,4,0.9542
26,1,de2fr,8,fr,6,0.9462
26,1,en2fr,2,de,4,0.8175
26,1,en2fr,2,de,6,0.8028
26,1,en2fr,2,fr,4,0.9484
26,1,en2fr,2,fr,6,0.9479
26,1,en2fr,3,de,4,0.808
26,1,en2fr,3,de,6,0.801
26,1,en2fr,3,fr,4,0.9532
26,1,en2fr,3,fr,6,0.9537
26,1,en2fr,6,de,4,0.8264
26,1,en2fr,6,de,6,0.8108
26,1,en2fr,6,fr,4,0.9483
26,1,en2fr,6,fr,6,0.9542
26,1,en2fr,7,de,4,0.8242
26,1,en2fr,7,de,6,0.8165
26,1,en2fr,7,fr,4,0.9563
26,1,en2fr,7,fr,6,0.9559
26,1,en2fr,8,de,4,0.8339
26,1,en2fr,8,de,6,0.8312
26,1,en2fr,8,fr,4,0.9553
26,1,en2fr,8,fr,6,0.9509
26,1,en2fr,9,de,4,0.8292
26,1,en2fr,9,de,6,0.8082
26,1,en2fr,9,fr,4,0.9499
26,1,en2fr,9,fr,6,0.9484
26,1,en2fr,0,de,4,0.8351
26,1,en2fr,0,de,6,0.8219
26,1,en2fr,0,fr,4,0.9461
26,1,en2fr,0,fr,6,0.9441
27,1,de2fr,2,de,4,0.8277
27,1,de2fr,2,de,6,0.824
27,1,de2fr,2,fr,4,0.9595
27,1,de2fr,2,fr,6,0.9531
27,1,de2fr,3,de,4,0.8157
27,1,de2fr,3,de,6,0.8209
27,1,de2fr,3,fr,4,0.9604
27,1,de2fr,3,fr,6,0.9551
27,1,de2fr,6,de,4,0.8215
27,1,de2fr,6,de,6,0.8014
27,1,de2fr,6,fr,4,0.9513
27,1,de2fr,6,fr,6,0.9545
27,1,de2fr,7,de,4,0.8284
27,1,de2fr,7,de,6,0.817
27,1,de2fr,7,fr,4,0.9512
27,1,de2fr,7,fr,6,0.9511
27,1,de2fr,8,de,4,0.8353
27,1,de2fr,8,de,6,0.8215
27,1,de2fr,8,fr,4,0.9565
27,1,de2fr,8,fr,6,0.9476
27,1,en2fr,2,de,4,0.8154
27,1,en2fr,2,de,6,0.8086
27,1,en2fr,2,fr,4,0.9538
27,1,en2fr,2,fr,6,0.9536
27,1,en2fr,3,de,4,0.8276
27,1,en2fr,3,de,6,0.8246
27,1,en2fr,3,fr,4,0.9565
27,1,en2fr,3,fr,6,0.9565
27,1,en2fr,6,de,4,0.8338
27,1,en2fr,6,de,6,0.8215
27,1,en2fr,6,fr,4,0.9413
27,1,en2fr,6,fr,6,0.9493
27,1,en2fr,7,de,4,0.8285
27,1,en2fr,7,de,6,0.8102
27,1,en2fr,7,fr,4,0.9473
27,1,en2fr,7,fr,6,0.9417
27,1,en2fr,8,de,4,0.8208
27,1,en2fr,8,de,6,0.8143
27,1,en2fr,8,fr,4,0.9574
27,1,en2fr,8,fr,6,0.9592
27,1,en2fr,9,de,4,0.8322
27,1,en2fr,9,de,6,0.8148
27,1,en2fr,9,fr,4,0.9587
27,1,en2fr,9,fr,6,0.9585
27,1,en2fr,0,de,4,0.8407
27,1,en2fr,0,de,6,0.831
27,1,en2fr,0,fr,4,0.9591
27,1,en2fr,0,fr,6,0.9565
28,1,de2fr,2,de,4,0.8412
28,1,de2fr,2,de,6,0.8258
28,1,de2fr,2,fr,4,0.9524
28,1,de2fr,2,fr,6,0.9425
28,1,de2fr,3,de,4,0.8233
28,1,de2fr,3,de,6,0.8202
28,1,de2fr,3,fr,4,0.9645
28,1,de2fr,3,fr,6,0.9594
28,1,de2fr,6,de,4,0.8121
28,1,de2fr,6,de,6,0.8047
28,1,de2fr,6,fr,4,0.959
28,1,de2fr,6,fr,6,0.9499
28,1,de2fr,7,de,4,0.8513
28,1,de2fr,7,de,6,0.8403
28,1,de2fr,7,fr,4,0.955
28,1,de2fr,7,fr,6,0.9502
28,1,de2fr,8,de,4,0.8349
28,1,de2fr,8,de,6,0.8249
28,1,de2fr,8,fr,4,0.9584
28,1,de2fr,8,fr,6,0.9629
28,1,en2fr,2,de,4,0.8206
28,1,en2fr,2,de,6,0.8135
28,1,en2fr,2,fr,4,0.959
28,1,en2fr,2,fr,6,0.9541
28,1,en2fr,3,de,4,0.8179
28,1,en2fr,3,de,6,0.8134
28,1,en2fr,3,fr,4,0.9633
28,1,en2fr,3,fr,6,0.9606
28,1,en2fr,6,de,4,0.8201
28,1,en2fr,6,de,6,0.8079
28,1,en2fr,6,fr,4,0.9427
28,1,en2fr,6,fr,6,0.9511
28,1,en2fr,7,de,4,0.8397
28,1,en2fr,7,de,6,0.828
28,1,en2fr,7,fr,4,0.9428
28,1,en2fr,7,fr,6,0.9444
28,1,en2fr,8,de,4,0.824
28,1,en2fr,8,de,6,0.8228
28,1,en2fr,8,fr,4,0.9617
28,1,en2fr,8,fr,6,0.9597
28,1,en2fr,9,de,4,0.8307
28,1,en2fr,9,de,6,0.8148
28,1,en2fr,9,fr,4,0.9577
28,1,en2fr,9,fr,6,0.9511
28,1,en2fr,0,de,4,0.8447
28,1,en2fr,0,de,6,0.8302
28,1,en2fr,0,fr,4,0.9537
28,1,en2fr,0,fr,6,0.9509
29,1,de2fr,2,de,4,0.8499
29,1,de2fr,2,de,6,0.8383
29,1,de2fr,2,fr,4,0.9551
29,1,de2fr,2,fr,6,0.9504
29,1,de2fr,3,de,4,0.819
29,1,de2fr,3,de,6,0.8175
29,1,de2fr,3,fr,4,0.9586
29,1,de2fr,3,fr,6,0.9532
29,1,de2fr,6,de,4,0.8171
29,1,de2fr,6,de,6,0.8001
29,1,de2fr,6,fr,4,0.9516
29,1,de2fr,6,fr,6,0.9342
29,1,de2fr,7,de,4,0.8408
29,1,de2fr,7,de,6,0.823
29,1,de2fr,7,fr,4,0.955
29,1,de2fr,7,fr,6,0.9578
29,1,de2fr,8,de,4,0.8363
29,1,de2fr,8,de,6,0.8173
29,1,de2fr,8,fr,4,0.9544
29,1,de2fr,8,fr,6,0.9547
29,1,en2fr,2,de,4,0.8098
29,1,en2fr,2,de,6,0.8034
29,1,en2fr,2,fr,4,0.9538
29,1,en2fr,2,fr,6,0.9504
29,1,en2fr,3,de,4,0.8284
29,1,en2fr,3,de,6,0.818
29,1,en2fr,3,fr,4,0.9537
29,1,en2fr,3,fr,6,0.9495
29,1,en2fr,6,de,4,0.8256
29,1,en2fr,6,de,6,0.8121
29,1,en2fr,6,fr,4,0.9551
29,1,en2fr,6,fr,6,0.9585
29,1,en2fr,7,de,4,0.8284
29,1,en2fr,7,de,6,0.8182
29,1,en2fr,7,fr,4,0.9555
29,1,en2fr,7,fr,6,0.9443
29,1,en2fr,8,de,4,0.841
29,1,en2fr,8,de,6,0.83
29,1,en2fr,8,fr,4,0.959
29,1,en2fr,8,fr,6,0.9524
29,1,en2fr,9,de,4,0.8391
29,1,en2fr,9,de,6,0.8204
29,1,en2fr,9,fr,4,0.9536
29,1,en2fr,9,fr,6,0.9542
29,1,en2fr,0,de,4,0.8476
29,1,en2fr,0,de,6,0.831
29,1,en2fr,0,fr,4,0.9505
29,1,en2fr,0,fr,6,0.9474
4,2,de2fr,2,de,4,0.9099
4,2,de2fr,2,de,6,0.8949
4,2,de2fr,2,fr,4,0.5853
4,2,de2fr,2,fr,6,0.5924
4,2,de2fr,3,de,4,0.8995
4,2,de2fr,3,de,6,0.8755
4,2,de2fr,3,fr,4,0.5981
4,2,de2fr,3,fr,6,0.595
4,2,de2fr,6,de,4,0.8625
4,2,de2fr,6,de,6,0.8363
4,2,de2fr,6,fr,4,0.511
4,2,de2fr,6,fr,6,0.5074
4,2,de2fr,7,de,4,0.8654
4,2,de2fr,7,de,6,0.8365
4,2,de2fr,7,fr,4,0.5934
4,2,de2fr,7,fr,6,0.5791
4,2,de2fr,8,de,4,0.8655
4,2,de2fr,8,de,6,0.8948
4,2,de2fr,8,fr,4,0.5275
4,2,de2fr,8,fr,6,0.5362
4,2,en2fr,2,de,4,0.577
4,2,en2fr,2,de,6,0.6353
4,2,en2fr,2,fr,4,0.8757
4,2,en2fr,2,fr,6,0.8697
4,2,en2fr,3,de,4,0.5974
4,2,en2fr,3,de,6,0.6513
4,2,en2fr,3,fr,4,0.8823
4,2,en2fr,3,fr,6,0.8885
4,2,en2fr,6,de,4,0.5715
4,2,en2fr,6,de,6,0.6224
4,2,en2fr,6,fr,4,0.872
4,2,en2fr,6,fr,6,0.8629
4,2,en2fr,7,de,4,0.5719
4,2,en2fr,7,de,6,0.6161
4,2,en2fr,7,fr,4,0.8853
4,2,en2fr,7,fr,6,0.8842
4,2,en2fr,8,de,4,0.6183
4,2,en2fr,8,de,6,0.6613
4,2,en2fr,8,fr,4,0.8784
4,2,en2fr,8,fr,6,0.8756
4,2,en2fr,9,de,4,0.5712
4,2,en2fr,9,de,6,0.6138
4,2,en2fr,9,fr,4,0.8887
4,2,en2fr,9,fr,6,0.8816
4,2,en2fr,0,de,4,0.5466
4,2,en2fr,0,de,6,0.595
4,2,en2fr,0,fr,4,0.8573
4,2,en2fr,0,fr,6,0.8445
5,2,de2fr,2,de,4,0.8608
5,2,de2fr,2,de,6,0.8571
5,2,de2fr,2,fr,4,0.7575
5,2,de2fr,2,fr,6,0.7601
5,2,de2fr,3,de,4,0.8365
5,2,de2fr,3,de,6,0.8353
5,2,de2fr,3,fr,4,0.7224
5,2,de2fr,3,fr,6,0.7436
5,2,de2fr,6,de,4,0.8329
5,2,de2fr,6,de,6,0.8645
5,2,de2fr,6,fr,4,0.648
5,2,de2fr,6,fr,6,0.6534
5,2,de2fr,7,de,4,0.8371
5,2,de2fr,7,de,6,0.8422
5,2,de2fr,7,fr,4,0.7098
5,2,de2fr,7,fr,6,0.7164
5,2,de2fr,8,de,4,0.8322
5,2,de2fr,8,de,6,0.8727
5,2,de2fr,8,fr,4,0.6989
5,2,de2fr,8,fr,6,0.7144
5,2,en2fr,2,de,4,0.6128
5,2,en2fr,2,de,6,0.5949
5,2,en2fr,2,fr,4,0.8781
5,2,en2fr,2,fr,6,0.8748
5,2,en2fr,3,de,4,0.6412
5,2,en2fr,3,de,6,0.644
5,2,en2fr,3,fr,4,0.8947
5,2,en2fr,3,fr,6,0.9127
5,2,en2fr,6,de,4,0.6269
5,2,en2fr,6,de,6,0.6121
5,2,en2fr,6,fr,4,0.8894
5,2,en2fr,6,fr,6,0.8902
5,2,en2fr,7,de,4,0.607
5,2,en2fr,7,de,6,0.5864
5,2,en2fr,7,fr,4,0.8816
5,2,en2fr,7,fr,6,0.8872
5,2,en2fr,8,de,4,0.6722
5,2,en2fr,8,de,6,0.6647
5,2,en2fr,8,fr,4,0.8921
5,2,en2fr,8,fr,6,0.9085
5,2,en2fr,9,de,4,0.6043
5,2,en2fr,9,de,6,0.576
5,2,en2fr,9,fr,4,0.8823
5,2,en2fr,9,fr,6,0.8836
5,2,en2fr,0,de,4,0.6098
5,2,en2fr,0,de,6,0.5967
5,2,en2fr,0,fr,4,0.8746
5,2,en2fr,0,fr,6,0.8795
6,2,de2fr,2,de,4,0.7581
6,2,de2fr,2,de,6,0.728
6,2,de2fr,2,fr,4,0.8446
6,2,de2fr,2,fr,6,0.8184
6,2,de2fr,3,de,4,0.7601
6,2,de2fr,3,de,6,0.7599
6,2,de2fr,3,fr,4,0.812
6,2,de2fr,3,fr,6,0.8078
6,2,de2fr,6,de,4,0.7549
6,2,de2fr,6,de,6,0.7635
6,2,de2fr,6,fr,4,0.7717
6,2,de2fr,6,fr,6,0.7603
6,2,de2fr,7,de,4,0.7555
6,2,de2fr,7,de,6,0.7191
6,2,de2fr,7,fr,4,0.789
6,2,de2fr,7,fr,6,0.7686
6,2,de2fr,8,de,4,0.7296
6,2,de2fr,8,de,6,0.7334
6,2,de2fr,8,fr,4,0.8082
6,2,de2fr,8,fr,6,0.7938
6,2,en2fr,2,de,4,0.5771
6,2,en2fr,2,de,6,0.574
6,2,en2fr,2,fr,4,0.8744
6,2,en2fr,2,fr,6,0.8612
6,2,en2fr,3,de,4,0.6439
6,2,en2fr,3,de,6,0.6427
6,2,en2fr,3,fr,4,0.9188
6,2,en2fr,3,fr,6,0.9057
6,2,en2fr,6,de,4,0.5766
6,2,en2fr,6,de,6,0.572
6,2,en2fr,6,fr,4,0.8817
6,2,en2fr,6,fr,6,0.8735
6,2,en2fr,7,de,4,0.589
6,2,en2fr,7,de,6,0.5711
6,2,en2fr,7,fr,4,0.8717
6,2,en2fr,7,fr,6,0.8545
6,2,en2fr,8,de,4,0.6386
6,2,en2fr,8,de,6,0.6412
6,2,en2fr,8,fr,4,0.892
6,2,en2fr,8,fr,6,0.8757
6,2,en2fr,9,de,4,0.5921
6,2,en2fr,9,de,6,0.5758
6,2,en2fr,9,fr,4,0.8953
6,2,en2fr,9,fr,6,0.8594
6,2,en2fr,0,de,4,0.6137
6,2,en2fr,0,de,6,0.6065
6,2,en2fr,0,fr,4,0.8876
6,2,en2fr,0,fr,6,0.8691
7,2,de2fr,2,de,4,0.7322
7,2,de2fr,2,de,6,0.7016
7,2,de2fr,2,fr,4,0.8878
7,2,de2fr,2,fr,6,0.8734
7,2,de2fr,3,de,4,0.7163
7,2,de2fr,3,de,6,0.6697
7,2,de2fr,3,fr,4,0.8776
7,2,de2fr,3,fr,6,0.8694
7,2,de2fr,6,de,4,0.7302
7,2,de2fr,6,de,6,0.7044
7,2,de2fr,6,fr,4,0.8563
7,2,de2fr,6,fr,6,0.8497
7,2,de2fr,7,de,4,0.7282
7,2,de2fr,7,de,6,0.6831
7,2,de2fr,7,fr,4,0.8233
7,2,de2fr,7,fr,6,0.8237
7,2,de2fr,8,de,4,0.7027
7,2,de2fr,8,de,6,0.6646
7,2,de2fr,8,fr,4,0.8711
7,2,de2fr,8,fr,6,0.8592
7,2,en2fr,2,de,4,0.6541
7,2,en2fr,2,de,6,0.6155
7,2,en2fr,2,fr,4,0.8916
7,2,en2fr,2,fr,6,0.8829
7,2,en2fr,3,de,4,0.668
7,2,en2fr,3,de,6,0.63
7,2,en2fr,3,fr,4,0.9071
7,2,en2fr,3,fr,6,0.8997
7,2,en2fr,6,de,4,0.6401
