epoch,layer,model_a,seed_a,model_b,seed_b,score
22,6,en2fr,6,de,4,0.6476
22,6,en2fr,6,de,6,0.5833
22,6,en2fr,6,fr,4,0.7963
22,6,en2fr,6,fr,6,0.7506
22,6,en2fr,7,de,4,0.5357
22,6,en2fr,7,de,6,0.4786
22,6,en2fr,7,fr,4,0.7926
22,6,en2fr,7,fr,6,0.7348
22,6,en2fr,8,de,4,0.639
22,6,en2fr,8,de,6,0.5863
22,6,en2fr,8,fr,4,0.7662
22,6,en2fr,8,fr,6,0.7416
22,6,en2fr,9,de,4,0.6406
22,6,en2fr,9,de,6,0.5657
22,6,en2fr,9,fr,4,0.7964
22,6,en2fr,9,fr,6,0.7524
22,6,en2fr,0,de,4,0.6128
22,6,en2fr,0,de,6,0.5905
22,6,en2fr,0,fr,4,0.717
22,6,en2fr,0,fr,6,0.7637
23,6,de2fr,2,de,4,0.4607
23,6,de2fr,2,de,6,0.3924
23,6,de2fr,2,fr,4,0.7442
23,6,de2fr,2,fr,6,0.7428
23,6,de2fr,3,de,4,0.5517
23,6,de2fr,3,de,6,0.4858
23,6,de2fr,3,fr,4,0.738
23,6,de2fr,3,fr,6,0.7608
23,6,de2fr,6,de,4,0.5951
23,6,de2fr,6,de,6,0.5169
23,6,de2fr,6,fr,4,0.6949
23,6,de2fr,6,fr,6,0.758
23,6,de2fr,7,de,4,0.5432
23,6,de2fr,7,de,6,0.4776
23,6,de2fr,7,fr,4,0.7031
23,6,de2fr,7,fr,6,0.7443
23,6,de2fr,8,de,4,0.5557
23,6,de2fr,8,de,6,0.459
23,6,de2fr,8,fr,4,0.8003
23,6,de2fr,8,fr,6,0.7625
23,6,en2fr,2,de,4,0.5246
23,6,en2fr,2,de,6,0.4501
23,6,en2fr,2,fr,4,0.7709
23,6,en2fr,2,fr,6,0.8091
23,6,en2fr,3,de,4,0.6411
23,6,en2fr,3,de,6,0.5961
23,6,en2fr,3,fr,4,0.7289
23,6,en2fr,3,fr,6,0.7738
23,6,en2fr,6,de,4,0.5457
23,6,en2fr,6,de,6,0.4741
23,6,en2fr,6,fr,4,0.7787
23,6,en2fr,6,fr,6,0.7658
23,6,en2fr,7,de,4,0.4978
23,6,en2fr,7,de,6,0.4379
23,6,en2fr,7,fr,4,0.7571
23,6,en2fr,7,fr,6,0.7851
23,6,en2fr,8,de,4,0.611
23,6,en2fr,8,de,6,0.5527
23,6,en2fr,8,fr,4,0.7646
23,6,en2fr,8,fr,6,0.7824
23,6,en2fr,9,de,4,0.6225
23,6,en2fr,9,de,6,0.5433
23,6,en2fr,9,fr,4,0.7754
23,6,en2fr,9,fr,6,0.7791
23,6,en2fr,0,de,4,0.6372
23,6,en2fr,0,de,6,0.585
23,6,en2fr,0,fr,4,0.6647
23,6,en2fr,0,fr,6,0.7344
24,6,de2fr,2,de,4,0.5285
24,6,de2fr,2,de,6,0.3927
24,6,de2fr,2,fr,4,0.7434
24,6,de2fr,2,fr,6,0.7326
24,6,de2fr,3,de,4,0.6393
24,6,de2fr,3,de,6,0.5382
24,6,de2fr,3,fr,4,0.7111
24,6,de2fr,3,fr,6,0.7238
24,6,de2fr,6,de,4,0.5764
24,6,de2fr,6,de,6,0.4723
24,6,de2fr,6,fr,4,0.756
24,6,de2fr,6,fr,6,0.7249
24,6,de2fr,7,de,4,0.63
24,6,de2fr,7,de,6,0.5057
24,6,de2fr,7,fr,4,0.7932
24,6,de2fr,7,fr,6,0.7222
24,6,de2fr,8,de,4,0.4845
24,6,de2fr,8,de,6,0.3708
24,6,de2fr,8,fr,4,0.7839
24,6,de2fr,8,fr,6,0.7207
24,6,en2fr,2,de,4,0.5905
24,6,en2fr,2,de,6,0.4975
24,6,en2fr,2,fr,4,0.7653
24,6,en2fr,2,fr,6,0.7709
24,6,en2fr,3,de,4,0.664
24,6,en2fr,3,de,6,0.5752
24,6,en2fr,3,fr,4,0.7578
24,6,en2fr,3,fr,6,0.7607
24,6,en2fr,6,de,4,0.5956
24,6,en2fr,6,de,6,0.4808
24,6,en2fr,6,fr,4,0.7883
24,6,en2fr,6,fr,6,0.7582
24,6,en2fr,7,de,4,0.6049
24,6,en2fr,7,de,6,0.5058
24,6,en2fr,7,fr,4,0.7847
24,6,en2fr,7,fr,6,0.7645
24,6,en2fr,8,de,4,0.5218
24,6,en2fr,8,de,6,0.4267
24,6,en2fr,8,fr,4,0.7893
24,6,en2fr,8,fr,6,0.7633
24,6,en2fr,9,de,4,0.6387
24,6,en2fr,9,de,6,0.5464
24,6,en2fr,9,fr,4,0.7684
24,6,en2fr,9,fr,6,0.7396
24,6,en2fr,0,de,4,0.6608
24,6,en2fr,0,de,6,0.5598
24,6,en2fr,0,fr,4,0.6705
24,6,en2fr,0,fr,6,0.7031
25,6,de2fr,2,de,4,0.5863
25,6,de2fr,2,de,6,0.4654
25,6,de2fr,2,fr,4,0.7549
25,6,de2fr,2,fr,6,0.7211
25,6,de2fr,3,de,4,0.5922
25,6,de2fr,3,de,6,0.4881
25,6,de2fr,3,fr,4,0.7989
25,6,de2fr,3,fr,6,0.783
25,6,de2fr,6,de,4,0.6096
25,6,de2fr,6,de,6,0.5212
25,6,de2fr,6,fr,4,0.7852
25,6,de2fr,6,fr,6,0.7211
25,6,de2fr,7,de,4,0.6354
25,6,de2fr,7,de,6,0.5014
25,6,de2fr,7,fr,4,0.7408
25,6,de2fr,7,fr,6,0.7315
25,6,de2fr,8,de,4,0.5073
25,6,de2fr,8,de,6,0.3966
25,6,de2fr,8,fr,4,0.8119
25,6,de2fr,8,fr,6,0.7192
25,6,en2fr,2,de,4,0.597
25,6,en2fr,2,de,6,0.5119
25,6,en2fr,2,fr,4,0.7855
25,6,en2fr,2,fr,6,0.7664
25,6,en2fr,3,de,4,0.6487
25,6,en2fr,3,de,6,0.5585
25,6,en2fr,3,fr,4,0.745
25,6,en2fr,3,fr,6,0.7352
25,6,en2fr,6,de,4,0.691
25,6,en2fr,6,de,6,0.5742
25,6,en2fr,6,fr,4,0.7901
25,6,en2fr,6,fr,6,0.7721
25,6,en2fr,7,de,4,0.6211
25,6,en2fr,7,de,6,0.5309
25,6,en2fr,7,fr,4,0.78
25,6,en2fr,7,fr,6,0.7538
25,6,en2fr,8,de,4,0.6215
25,6,en2fr,8,de,6,0.5359
25,6,en2fr,8,fr,4,0.7978
25,6,en2fr,8,fr,6,0.7809
25,6,en2fr,9,de,4,0.6335
25,6,en2fr,9,de,6,0.5323
25,6,en2fr,9,fr,4,0.8062
25,6,en2fr,9,fr,6,0.7628
25,6,en2fr,0,de,4,0.6555
25,6,en2fr,0,de,6,0.5434
25,6,en2fr,0,fr,4,0.7037
25,6,en2fr,0,fr,6,0.7285
26,6,de2fr,2,de,4,0.574
26,6,de2fr,2,de,6,0.4435
26,6,de2fr,2,fr,4,0.7961
26,6,de2fr,2,fr,6,0.7548
26,6,de2fr,3,de,4,0.6583
26,6,de2fr,3,de,6,0.5514
26,6,de2fr,3,fr,4,0.7754
26,6,de2fr,3,fr,6,0.7818
26,6,de2fr,6,de,4,0.6495
26,6,de2fr,6,de,6,0.5565
26,6,de2fr,6,fr,4,0.7332
26,6,de2fr,6,fr,6,0.7171
26,6,de2fr,7,de,4,0.6088
26,6,de2fr,7,de,6,0.4732
26,6,de2fr,7,fr,4,0.7811
26,6,de2fr,7,fr,6,0.756
26,6,de2fr,8,de,4,0.539
26,6,de2fr,8,de,6,0.429
26,6,de2fr,8,fr,4,0.8012
26,6,de2fr,8,fr,6,0.7411
26,6,en2fr,2,de,4,0.6023
26,6,en2fr,2,de,6,0.492
26,6,en2fr,2,fr,4,0.7812
26,6,en2fr,2,fr,6,0.7777
26,6,en2fr,3,de,4,0.6599
26,6,en2fr,3,de,6,0.5752
26,6,en2fr,3,fr,4,0.7325
26,6,en2fr,3,fr,6,0.7456
26,6,en2fr,6,de,4,0.659
26,6,en2fr,6,de,6,0.5459
26,6,en2fr,6,fr,4,0.7769
26,6,en2fr,6,fr,6,0.7464
26,6,en2fr,7,de,4,0.5048
26,6,en2fr,7,de,6,0.408
26,6,en2fr,7,fr,4,0.7698
26,6,en2fr,7,fr,6,0.7459
26,6,en2fr,8,de,4,0.6063
26,6,en2fr,8,de,6,0.5203
26,6,en2fr,8,fr,4,0.7713
26,6,en2fr,8,fr,6,0.7497
26,6,en2fr,9,de,4,0.6454
26,6,en2fr,9,de,6,0.5572
26,6,en2fr,9,fr,4,0.7749
26,6,en2fr,9,fr,6,0.7484
26,6,en2fr,0,de,4,0.6678
26,6,en2fr,0,de,6,0.5587
26,6,en2fr,0,fr,4,0.6962
26,6,en2fr,0,fr,6,0.7366
27,6,de2fr,2,de,4,0.5994
27,6,de2fr,2,de,6,0.4602
27,6,de2fr,2,fr,4,0.7883
27,6,de2fr,2,fr,6,0.7429
27,6,de2fr,3,de,4,0.6788
27,6,de2fr,3,de,6,0.5914
27,6,de2fr,3,fr,4,0.769
27,6,de2fr,3,fr,6,0.7643
27,6,de2fr,6,de,4,0.5495
27,6,de2fr,6,de,6,0.4561
27,6,de2fr,6,fr,4,0.7445
27,6,de2fr,6,fr,6,0.7206
27,6,de2fr,7,de,4,0.5706
27,6,de2fr,7,de,6,0.4401
27,6,de2fr,7,fr,4,0.7638
27,6,de2fr,7,fr,6,0.7376
27,6,de2fr,8,de,4,0.5091
27,6,de2fr,8,de,6,0.3972
27,6,de2fr,8,fr,4,0.7942
27,6,de2fr,8,fr,6,0.7178
27,6,en2fr,2,de,4,0.6492
27,6,en2fr,2,de,6,0.5536
27,6,en2fr,2,fr,4,0.7648
27,6,en2fr,2,fr,6,0.7584
27,6,en2fr,3,de,4,0.6376
27,6,en2fr,3,de,6,0.5586
27,6,en2fr,3,fr,4,0.7774
27,6,en2fr,3,fr,6,0.7755
27,6,en2fr,6,de,4,0.6403
27,6,en2fr,6,de,6,0.5302
27,6,en2fr,6,fr,4,0.8095
27,6,en2fr,6,fr,6,0.7486
27,6,en2fr,7,de,4,0.5828
27,6,en2fr,7,de,6,0.487
27,6,en2fr,7,fr,4,0.7614
27,6,en2fr,7,fr,6,0.7556
27,6,en2fr,8,de,4,0.6268
27,6,en2fr,8,de,6,0.5416
27,6,en2fr,8,fr,4,0.7721
27,6,en2fr,8,fr,6,0.762
27,6,en2fr,9,de,4,0.6278
27,6,en2fr,9,de,6,0.5363
27,6,en2fr,9,fr,4,0.784
27,6,en2fr,9,fr,6,0.7717
27,6,en2fr,0,de,4,0.674
27,6,en2fr,0,de,6,0.5736
27,6,en2fr,0,fr,4,0.7128
27,6,en2fr,0,fr,6,0.7356
28,6,de2fr,2,de,4,0.5774
28,6,de2fr,2,de,6,0.4417
28,6,de2fr,2,fr,4,0.7697
28,6,de2fr,2,fr,6,0.7303
28,6,de2fr,3,de,4,0.6479
28,6,de2fr,3,de,6,0.5504
28,6,de2fr,3,fr,4,0.7947
28,6,de2fr,3,fr,6,0.7835
28,6,de2fr,6,de,4,0.6378
28,6,de2fr,6,de,6,0.5442
28,6,de2fr,6,fr,4,0.7075
28,6,de2fr,6,fr,6,0.719
28,6,de2fr,7,de,4,0.6305
28,6,de2fr,7,de,6,0.5035
28,6,de2fr,7,fr,4,0.7765
28,6,de2fr,7,fr,6,0.75
28,6,de2fr,8,de,4,0.5157
28,6,de2fr,8,de,6,0.3928
28,6,de2fr,8,fr,4,0.7876
28,6,de2fr,8,fr,6,0.7467
28,6,en2fr,2,de,4,0.6418
28,6,en2fr,2,de,6,0.5398
28,6,en2fr,2,fr,4,0.7666
28,6,en2fr,2,fr,6,0.777
28,6,en2fr,3,de,4,0.6512
28,6,en2fr,3,de,6,0.5765
28,6,en2fr,3,fr,4,0.7509
28,6,en2fr,3,fr,6,0.7724
28,6,en2fr,6,de,4,0.6321
28,6,en2fr,6,de,6,0.519
28,6,en2fr,6,fr,4,0.7906
28,6,en2fr,6,fr,6,0.7561
28,6,en2fr,7,de,4,0.6541
28,6,en2fr,7,de,6,0.56
28,6,en2fr,7,fr,4,0.7356
28,6,en2fr,7,fr,6,0.7589
28,6,en2fr,8,de,4,0.6006
28,6,en2fr,8,de,6,0.522
28,6,en2fr,8,fr,4,0.7844
28,6,en2fr,8,fr,6,0.7511
28,6,en2fr,9,de,4,0.6545
28,6,en2fr,9,de,6,0.5697
28,6,en2fr,9,fr,4,0.7915
28,6,en2fr,9,fr,6,0.7332
28,6,en2fr,0,de,4,0.6708
28,6,en2fr,0,de,6,0.5596
28,6,en2fr,0,fr,4,0.7107
28,6,en2fr,0,fr,6,0.7244
29,6,de2fr,2,de,4,0.5349
29,6,de2fr,2,de,6,0.408
29,6,de2fr,2,fr,4,0.7568
29,6,de2fr,2,fr,6,0.7351
29,6,de2fr,3,de,4,0.6488
29,6,de2fr,3,de,6,0.5529
29,6,de2fr,3,fr,4,0.7984
29,6,de2fr,3,fr,6,0.7732
29,6,de2fr,6,de,4,0.6563
29,6,de2fr,6,de,6,0.558
29,6,de2fr,6,fr,4,0.7157
29,6,de2fr,6,fr,6,0.7291
29,6,de2fr,7,de,4,0.5571
29,6,de2fr,7,de,6,0.4326
29,6,de2fr,7,fr,4,0.7911
29,6,de2fr,7,fr,6,0.7178
29,6,de2fr,8,de,4,0.4731
29,6,de2fr,8,de,6,0.3532
29,6,de2fr,8,fr,4,0.7647
29,6,de2fr,8,fr,6,0.6895
29,6,en2fr,2,de,4,0.64
29,6,en2fr,2,de,6,0.5448
29,6,en2fr,2,fr,4,0.7843
29,6,en2fr,2,fr,6,0.7883
29,6,en2fr,3,de,4,0.6605
29,6,en2fr,3,de,6,0.5778
29,6,en2fr,3,fr,4,0.7732
29,6,en2fr,3,fr,6,0.7565
29,6,en2fr,6,de,4,0.6352
29,6,en2fr,6,de,6,0.5298
29,6,en2fr,6,fr,4,0.7837
29,6,en2fr,6,fr,6,0.7509
29,6,en2fr,7,de,4,0.6265
29,6,en2fr,7,de,6,0.5316
29,6,en2fr,7,fr,4,0.7828
29,6,en2fr,7,fr,6,0.7652
29,6,en2fr,8,de,4,0.5798
29,6,en2fr,8,de,6,0.4744
29,6,en2fr,8,fr,4,0.7484
29,6,en2fr,8,fr,6,0.7201
29,6,en2fr,9,de,4,0.6559
29,6,en2fr,9,de,6,0.5746
29,6,en2fr,9,fr,4,0.7797
29,6,en2fr,9,fr,6,0.745
29,6,en2fr,0,de,4,0.6487
29,6,en2fr,0,de,6,0.5414
29,6,en2fr,0,fr,4,0.6956
29,6,en2fr,0,fr,6,0.7393
4,7,de2fr,2,de,4,0.8484
4,7,de2fr,2,de,6,0.8732
4,7,de2fr,2,fr,4,0.6738
4,7,de2fr,2,fr,6,0.6714
4,7,de2fr,3,de,4,0.8436
4,7,de2fr,3,de,6,0.8807
4,7,de2fr,3,fr,4,0.6531
4,7,de2fr,3,fr,6,0.6712
4,7,de2fr,6,de,4,0.8452
4,7,de2fr,6,de,6,0.8586
4,7,de2fr,6,fr,4,0.6492
4,7,de2fr,6,fr,6,0.6485
4,7,de2fr,7,de,4,0.8629
4,7,de2fr,7,de,6,0.8795
4,7,de2fr,7,fr,4,0.6622
4,7,de2fr,7,fr,6,0.6711
4,7,de2fr,8,de,4,0.8445
4,7,de2fr,8,de,6,0.8699
4,7,de2fr,8,fr,4,0.6765
4,7,de2fr,8,fr,6,0.6583
4,7,en2fr,2,de,4,0.7226
4,7,en2fr,2,de,6,0.7489
4,7,en2fr,2,fr,4,0.7052
4,7,en2fr,2,fr,6,0.7064
4,7,en2fr,3,de,4,0.697
4,7,en2fr,3,de,6,0.7396
4,7,en2fr,3,fr,4,0.6615
4,7,en2fr,3,fr,6,0.6598
4,7,en2fr,6,de,4,0.7019
4,7,en2fr,6,de,6,0.7387
4,7,en2fr,6,fr,4,0.7191
4,7,en2fr,6,fr,6,0.7053
4,7,en2fr,7,de,4,0.721
4,7,en2fr,7,de,6,0.7402
4,7,en2fr,7,fr,4,0.7133
4,7,en2fr,7,fr,6,0.6894
4,7,en2fr,8,de,4,0.6928
4,7,en2fr,8,de,6,0.7405
4,7,en2fr,8,fr,4,0.6959
4,7,en2fr,8,fr,6,0.7035
4,7,en2fr,9,de,4,0.7017
4,7,en2fr,9,de,6,0.7344
4,7,en2fr,9,fr,4,0.6991
4,7,en2fr,9,fr,6,0.6803
4,7,en2fr,0,de,4,0.6538
4,7,en2fr,0,de,6,0.6922
4,7,en2fr,0,fr,4,0.6643
4,7,en2fr,0,fr,6,0.6973
5,7,de2fr,2,de,4,0.7699
5,7,de2fr,2,de,6,0.7325
5,7,de2fr,2,fr,4,0.7258
5,7,de2fr,2,fr,6,0.6322
5,7,de2fr,3,de,4,0.7799
5,7,de2fr,3,de,6,0.77
5,7,de2fr,3,fr,4,0.7193
5,7,de2fr,3,fr,6,0.6529
5,7,de2fr,6,de,4,0.7653
5,7,de2fr,6,de,6,0.7556
5,7,de2fr,6,fr,4,0.7139
5,7,de2fr,6,fr,6,0.6298
5,7,de2fr,7,de,4,0.7691
5,7,de2fr,7,de,6,0.7464
5,7,de2fr,7,fr,4,0.7008
5,7,de2fr,7,fr,6,0.632
5,7,de2fr,8,de,4,0.7652
5,7,de2fr,8,de,6,0.7529
5,7,de2fr,8,fr,4,0.7179
5,7,de2fr,8,fr,6,0.6281
5,7,en2fr,2,de,4,0.7025
5,7,en2fr,2,de,6,0.6904
5,7,en2fr,2,fr,4,0.7565
5,7,en2fr,2,fr,6,0.6399
5,7,en2fr,3,de,4,0.7133
5,7,en2fr,3,de,6,0.7223
5,7,en2fr,3,fr,4,0.7237
5,7,en2fr,3,fr,6,0.64
5,7,en2fr,6,de,4,0.6719
5,7,en2fr,6,de,6,0.644
5,7,en2fr,6,fr,4,0.7592
5,7,en2fr,6,fr,6,0.6289
5,7,en2fr,7,de,4,0.725
5,7,en2fr,7,de,6,0.7099
5,7,en2fr,7,fr,4,0.7686
5,7,en2fr,7,fr,6,0.6717
5,7,en2fr,8,de,4,0.7014
5,7,en2fr,8,de,6,0.7093
5,7,en2fr,8,fr,4,0.7397
5,7,en2fr,8,fr,6,0.6554
5,7,en2fr,9,de,4,0.6955
5,7,en2fr,9,de,6,0.6854
5,7,en2fr,9,fr,4,0.765
5,7,en2fr,9,fr,6,0.6461
5,7,en2fr,0,de,4,0.7024
5,7,en2fr,0,de,6,0.6821
5,7,en2fr,0,fr,4,0.7631
5,7,en2fr,0,fr,6,0.6983
6,7,de2fr,2,de,4,0.7446
6,7,de2fr,2,de,6,0.6935
6,7,de2fr,2,fr,4,0.7695
6,7,de2fr,2,fr,6,0.7134
6,7,de2fr,3,de,4,0.7465
6,7,de2fr,3,de,6,0.7212
6,7,de2fr,3,fr,4,0.751
6,7,de2fr,3,fr,6,0.7086
6,7,de2fr,6,de,4,0.776
6,7,de2fr,6,de,6,0.7351
6,7,de2fr,6,fr,4,0.7636
6,7,de2fr,6,fr,6,0.7363
6,7,de2fr,7,de,4,0.7337
6,7,de2fr,7,de,6,0.7057
6,7,de2fr,7,fr,4,0.7605
6,7,de2fr,7,fr,6,0.7008
6,7,de2fr,8,de,4,0.742
6,7,de2fr,8,de,6,0.7064
6,7,de2fr,8,fr,4,0.7577
6,7,de2fr,8,fr,6,0.7058
6,7,en2fr,2,de,4,0.707
6,7,en2fr,2,de,6,0.6542
6,7,en2fr,2,fr,4,0.7601
6,7,en2fr,2,fr,6,0.7298
6,7,en2fr,3,de,4,0.6995
6,7,en2fr,3,de,6,0.6854
6,7,en2fr,3,fr,4,0.7772
6,7,en2fr,3,fr,6,0.7303
6,7,en2fr,6,de,4,0.6957
6,7,en2fr,6,de,6,0.6126
6,7,en2fr,6,fr,4,0.7412
6,7,en2fr,6,fr,6,0.7277
6,7,en2fr,7,de,4,0.7121
6,7,en2fr,7,de,6,0.6693
6,7,en2fr,7,fr,4,0.7883
6,7,en2fr,7,fr,6,0.7411
6,7,en2fr,8,de,4,0.6966
6,7,en2fr,8,de,6,0.6945
6,7,en2fr,8,fr,4,0.8013
6,7,en2fr,8,fr,6,0.7576
6,7,en2fr,9,de,4,0.6917
6,7,en2fr,9,de,6,0.6621
6,7,en2fr,9,fr,4,0.7944
6,7,en2fr,9,fr,6,0.7374
6,7,en2fr,0,de,4,0.6876
6,7,en2fr,0,de,6,0.6946
6,7,en2fr,0,fr,4,0.806
6,7,en2fr,0,fr,6,0.7821
7,7,de2fr,2,de,4,0.7036
7,7,de2fr,2,de,6,0.6847
7,7,de2fr,2,fr,4,0.7064
7,7,de2fr,2,fr,6,0.6607
7,7,de2fr,3,de,4,0.715
7,7,de2fr,3,de,6,0.6804
7,7,de2fr,3,fr,4,0.7431
7,7,de2fr,3,fr,6,0.7037
7,7,de2fr,6,de,4,0.7503
7,7,de2fr,6,de,6,0.711
7,7,de2fr,6,fr,4,0.7304
7,7,de2fr,6,fr,6,0.6781
7,7,de2fr,7,de,4,0.6937
7,7,de2fr,7,de,6,0.6518
7,7,de2fr,7,fr,4,0.736
7,7,de2fr,7,fr,6,0.6713
7,7,de2fr,8,de,4,0.6962
7,7,de2fr,8,de,6,0.656
7,7,de2fr,8,fr,4,0.7259
7,7,de2fr,8,fr,6,0.6452
7,7,en2fr,2,de,4,0.6987
7,7,en2fr,2,de,6,0.6799
7,7,en2fr,2,fr,4,0.7179
7,7,en2fr,2,fr,6,0.6842
7,7,en2fr,3,de,4,0.6807
7,7,en2fr,3,de,6,0.6718
7,7,en2fr,3,fr,4,0.7077
7,7,en2fr,3,fr,6,0.6689
7,7,en2fr,6,de,4,0.6664
7,7,en2fr,6,de,6,0.5874
7,7,en2fr,6,fr,4,0.7289
7,7,en2fr,6,fr,6,0.6931
7,7,en2fr,7,de,4,0.6713
7,7,en2fr,7,de,6,0.6118
7,7,en2fr,7,fr,4,0.7167
7,7,en2fr,7,fr,6,0.6758
7,7,en2fr,8,de,4,0.6611
7,7,en2fr,8,de,6,0.6452
7,7,en2fr,8,fr,4,0.7236
7,7,en2fr,8,fr,6,0.7287
7,7,en2fr,9,de,4,0.6957
7,7,en2fr,9,de,6,0.6733
7,7,en2fr,9,fr,4,0.7417
7,7,en2fr,9,fr,6,0.693
7,7,en2fr,0,de,4,0.7003
7,7,en2fr,0,de,6,0.6635
7,7,en2fr,0,fr,4,0.7758
7,7,en2fr,0,fr,6,0.7364
8,7,de2fr,2,de,4,0.7136
8,7,de2fr,2,de,6,0.6415
8,7,de2fr,2,fr,4,0.7809
8,7,de2fr,2,fr,6,0.705
8,7,de2fr,3,de,4,0.7067
8,7,de2fr,3,de,6,0.6478
8,7,de2fr,3,fr,4,0.7952
8,7,de2fr,3,fr,6,0.7366
8,7,de2fr,6,de,4,0.7215
8,7,de2fr,6,de,6,0.6835
8,7,de2fr,6,fr,4,0.7799
8,7,de2fr,6,fr,6,0.7469
8,7,de2fr,7,de,4,0.6602
8,7,de2fr,7,de,6,0.604
8,7,de2fr,7,fr,4,0.7698
8,7,de2fr,7,fr,6,0.6962
8,7,de2fr,8,de,4,0.6947
8,7,de2fr,8,de,6,0.6275
8,7,de2fr,8,fr,4,0.7892
8,7,de2fr,8,fr,6,0.7079
8,7,en2fr,2,de,4,0.6783
8,7,en2fr,2,de,6,0.6465
8,7,en2fr,2,fr,4,0.7891
8,7,en2fr,2,fr,6,0.742
8,7,en2fr,3,de,4,0.6781
8,7,en2fr,3,de,6,0.6503
8,7,en2fr,3,fr,4,0.774
8,7,en2fr,3,fr,6,0.7396
8,7,en2fr,6,de,4,0.6782
8,7,en2fr,6,de,6,0.6082
8,7,en2fr,6,fr,4,0.787
8,7,en2fr,6,fr,6,0.7423
8,7,en2fr,7,de,4,0.6464
8,7,en2fr,7,de,6,0.5759
8,7,en2fr,7,fr,4,0.7861
8,7,en2fr,7,fr,6,0.7099
8,7,en2fr,8,de,4,0.6936
8,7,en2fr,8,de,6,0.6896
8,7,en2fr,8,fr,4,0.7669
8,7,en2fr,8,fr,6,0.7429
8,7,en2fr,9,de,4,0.6677
8,7,en2fr,9,de,6,0.6493
8,7,en2fr,9,fr,4,0.7439
8,7,en2fr,9,fr,6,0.7248
8,7,en2fr,0,de,4,0.6485
8,7,en2fr,0,de,6,0.6067
8,7,en2fr,0,fr,4,0.7833
8,7,en2fr,0,fr,6,0.7765
9,7,de2fr,2,de,4,0.6608
9,7,de2fr,2,de,6,0.6044
9,7,de2fr,2,fr,4,0.7975
9,7,de2fr,2,fr,6,0.7226
9,7,de2fr,3,de,4,0.6552
9,7,de2fr,3,de,6,0.5692
9,7,de2fr,3,fr,4,0.7934
9,7,de2fr,3,fr,6,0.7101
9,7,de2fr,6,de,4,0.7156
9,7,de2fr,6,de,6,0.6648
9,7,de2fr,6,fr,4,0.7935
9,7,de2fr,6,fr,6,0.7376
9,7,de2fr,7,de,4,0.6326
9,7,de2fr,7,de,6,0.5568
9,7,de2fr,7,fr,4,0.7915
9,7,de2fr,7,fr,6,0.6917
9,7,de2fr,8,de,4,0.6837
9,7,de2fr,8,de,6,0.595
9,7,de2fr,8,fr,4,0.769
9,7,de2fr,8,fr,6,0.6916
9,7,en2fr,2,de,4,0.6513
9,7,en2fr,2,de,6,0.5937
9,7,en2fr,2,fr,4,0.79
9,7,en2fr,2,fr,6,0.7387
9,7,en2fr,3,de,4,0.6613
9,7,en2fr,3,de,6,0.6113
9,7,en2fr,3,fr,4,0.7446
9,7,en2fr,3,fr,6,0.6865
9,7,en2fr,6,de,4,0.636
9,7,en2fr,6,de,6,0.531
9,7,en2fr,6,fr,4,0.761
9,7,en2fr,6,fr,6,0.7149
9,7,en2fr,7,de,4,0.6713
9,7,en2fr,7,de,6,0.5698
9,7,en2fr,7,fr,4,0.7802
9,7,en2fr,7,fr,6,0.6983
9,7,en2fr,8,de,4,0.6785
9,7,en2fr,8,de,6,0.628
9,7,en2fr,8,fr,4,0.7839
9,7,en2fr,8,fr,6,0.7613
9,7,en2fr,9,de,4,0.6194
9,7,en2fr,9,de,6,0.5863
9,7,en2fr,9,fr,4,0.7435
9,7,en2fr,9,fr,6,0.6988
9,7,en2fr,0,de,4,0.6058
9,7,en2fr,0,de,6,0.5912
9,7,en2fr,0,fr,4,0.755
9,7,en2fr,0,fr,6,0.7502
10,7,de2fr,2,de,4,0.6545
10,7,de2fr,2,de,6,0.5811
10,7,de2fr,2,fr,4,0.7984
10,7,de2fr,2,fr,6,0.7251
10,7,de2fr,3,de,4,0.6885
10,7,de2fr,3,de,6,0.5942
10,7,de2fr,3,fr,4,0.7976
10,7,de2fr,3,fr,6,0.7673
10,7,de2fr,6,de,4,0.6847
10,7,de2fr,6,de,6,0.6647
10,7,de2fr,6,fr,4,0.7867
10,7,de2fr,6,fr,6,0.7566
10,7,de2fr,7,de,4,0.6532
10,7,de2fr,7,de,6,0.5758
10,7,de2fr,7,fr,4,0.8167
10,7,de2fr,7,fr,6,0.7468
10,7,de2fr,8,de,4,0.6656
10,7,de2fr,8,de,6,0.5808
10,7,de2fr,8,fr,4,0.7975
10,7,de2fr,8,fr,6,0.7189
10,7,en2fr,2,de,4,0.618
10,7,en2fr,2,de,6,0.5677
10,7,en2fr,2,fr,4,0.7802
10,7,en2fr,2,fr,6,0.7466
10,7,en2fr,3,de,4,0.6498
10,7,en2fr,3,de,6,0.5975
10,7,en2fr,3,fr,4,0.7794
10,7,en2fr,3,fr,6,0.731
10,7,en2fr,6,de,4,0.6658
10,7,en2fr,6,de,6,0.5559
10,7,en2fr,6,fr,4,0.7865
10,7,en2fr,6,fr,6,0.7487
10,7,en2fr,7,de,4,0.6129
10,7,en2fr,7,de,6,0.5234
10,7,en2fr,7,fr,4,0.8062
10,7,en2fr,7,fr,6,0.739
10,7,en2fr,8,de,4,0.6855
10,7,en2fr,8,de,6,0.6503
10,7,en2fr,8,fr,4,0.7516
10,7,en2fr,8,fr,6,0.7464
10,7,en2fr,9,de,4,0.6621
